id,Publisher,Author,Primary ISBN10,Date,Title,Weeks on list
625,Lauren Blakely,Lauren Blakely,None,11/6/16,THE SEXY ONE,1.0
626,Emma Chase,Emma Chase,997426225.0,11/6/16,ROYALLY SCREWED,1.0
627,Berkley,Laurell K Hamilton,None,10/30/16,CRIMSON DEATH,1.0
628,Pantheon,Alexander McCall Smith,1101871369.0,10/30/16,PRECIOUS AND GRACE,1.0
629,Ballantine,Debbie Macomber,553391747.0,10/23/16,TWELVE DAYS OF CHRISTMAS,1.0
630,"Little, Brown",Elin Hilderbrand,316261157.0,10/23/16,WINTER STORMS,1.0
631,Putnam,WEB Griffin and William E Butterworth,None,10/23/16,BROKEN TRUST,1.0
632,Waterhouse,Helen Hardt,None,10/16/16,POSSESSION,1.0
633,Elle Kennedy,Elle Kennedy,None,10/16/16,THE GOAL,1.0
634,HQN,RaeAnne Thayne,1459294947.0,10/16/16,SNOWFALL ON HAVEN POINT,1.0
635,Mira,Heather Graham,1460395921.0,10/16/16,DARKEST JOURNEY,1.0
636,Kensington,Joanne Fluke,161773229X,10/16/16,CHRISTMAS CARAMEL MURDER,1.0
637,Mira,Ron Carr,1460395956.0,10/16/16,THE LIFE SHE WANTS,1.0
638,Ace,Ilona Andrews,None,10/9/16,MAGIC BINDS,1.0
639,Avon/HarperCollins,Lynsay Sands,62316079.0,10/9/16,IMMORTAL NIGHTS,1.0
640,Random House,Alan Bradley,345539982.0,10/9/16,THRICE THE BRINDED CAT HATH MEW'D,1.0
641,Putnam,Amy Tan,None,10/9/16,THE BONESETTER'S DAUGHTER,1.0
642,Viking,Craig Johnson,None,10/2/16,AN OBVIOUS FACT,1.0
643,Lauren Blakely,Lauren Blakely,None,10/2/16,WELL HUNG,1.0
644,Putnam,Reed Farrel Coleman,None,10/2/16,ROBERT B. PARKER'S DEBT TO PAY,1.0
645,Nan A. Talese/Doubleday,Ian McEwan,385542070.0,10/2/16,NUTSHELL,1.0
646,Morrow/HarperCollins,J A Jance,62297732.0,9/25/16,DOWNFALL,1.0
647,Berkley,Clare Mackintosh,None,9/25/16,I LET YOU GO,1.0
648,BookShots,James Patterson with Max DiLallo,316361526.0,9/25/16,113 MINUTES,1.0
649,"Farrar, Straus & Giroux",Jonathan Safran Foer,374280029.0,9/25/16,HERE I AM,1.0
650,HQN,Linda Lael Miller,1460394135.0,9/18/16,ALWAYS A COWBOY,1.0
651,Zebra,Fern Michaels,1420140647.0,9/18/16,FAST AND LOOSE,1.0
652,Avon,Sarah MacLean,62379445.0,9/18/16,A SCOT IN THE DARK,1.0
653,Simon & Schuster,James Lee Burke,1501107488.0,9/18/16,THE JEALOUS KIND,1.0
654,HarperCollins,Susan Elizabeth Phillips,62405632.0,9/11/16,FIRST STAR I SEE TONIGHT,1.0
655,Ballantine,Kristin Hannah,345459520.0,9/11/16,SUMMER ISLAND,1.0
656,Avon,Maya Banks,62410172.0,9/11/16,WITH EVERY BREATH,1.0
657,St. Martin's,Lisa Scottoline,1250099633.0,9/4/16,DAMAGED,1.0
658,Jamie McGuire,Jamie McGuire,None,9/4/16,A BEAUTIFUL FUNERAL,1.0
659,Blue Bolt,Jasmine Walt and Rebecca Hamilton,None,9/4/16,SHADOW BORN,1.0
660,Penelope Ward,Penelope Ward,1942215479.0,9/4/16,NEIGHBOR DEAREST,1.0
661,Touchstone,Philippa Gregory,1476758751.0,8/28/16,"THREE SISTERS, THREE QUEENS",1.0
662,Witness Impulse,J A Jance,62499041.0,8/28/16,RANDOM ACTS,1.0
663,Morrow/HarperCollins,Kristen Pro,62434780.0,8/28/16,CLOSE TO YOU,1.0
664,Putnam,Stuart Woods and Parnell Hall,None,8/21/16,SMOOTH OPERATOR,1.0
665,Berkley,Christine Feehan,None,8/21/16,DARK CAROUSEL,1.0
666,BookShots,James Patterson with Michael Ledwidge,031636164X,8/21/16,CHASE,1.0
667,St. Martin's,Sherrilyn Kenyon,1250092418.0,8/21/16,DRAGONMARK,1.0
668,Jove,Jayne Castle,None,8/14/16,ILLUSION TOWN,1.0
669,HQN,Marie Force,1459294920.0,8/14/16,FATAL IDENTITY,1.0
670,Mira,Ron Carr,1460346769.0,8/14/16,THE HOUSE ON OLIVE STREET,1.0
671,Mira,Heather Graham,1460395646.0,8/14/16,DEADLY FATE,1.0
672,Dutton,Linda Fairstein,None,8/14/16,KILLER LOOK,1.0
673,New American Library,J R Ward,None,8/14/16,THE ANGELS' SHARE,1.0
674,St. Martin's,Iris Johansen,1466887214.0,8/7/16,NIGHT AND DAY,1.0
675,Waterhouse,Helen Hardt,None,8/7/16,OBSESSION,1.0
676,Grand Central,Nicholas Sparks,759527881.0,7/31/16,THE GUARDIAN,1.0
677,Minotaur,Linda Castillo,1466867272.0,7/31/16,AMONG THE WICKED,1.0
678,HQN,Susan Mallery,1460394356.0,7/31/16,DAUGHTERS OF THE BRIDE,1.0
679,Kendall Ryan,Kendall Ryan,None,7/24/16,HITCHED,1.0
680,BookShots,James Patterson and Emily Raymond,316276405.0,7/24/16,LITTLE BLACK DRESS,1.0
681,Jove,Christine Feehan,None,7/17/16,SHADOW RIDER,1.0
682,Bantam,Janet Evanovich and Lee Goldberg,553392786.0,7/10/16,THE PURSUIT,1.0
683,Putnam,Stuart Woods,None,6/26/16,DISHONORABLE INTENTIONS,1.0
684,Grand Central,Brad Meltzer and Tod Goldberg,1455559504.0,6/26/16,THE HOUSE OF SECRETS,1.0
685,Random House,Alan Furst,081299650X,6/19/16,A HERO OF FRANCE,1.0
686,Zebra,Kat Martin,1420139037.0,6/19/16,INTO THE WHIRLWIND,1.0
687,Mira,Heather Graham,1459294149.0,6/12/16,HAUNTED DESTINY,1.0
688,Aurora Rose Reynolds,Aurora Rose Reynolds,None,6/12/16,UNTIL JUNE,1.0
689,Pocket Books,Laura Griffin,1476779287.0,6/12/16,DEEP DARK,1.0
690,Grand Central,Douglas Preston and Lincoln Child,145552588X,6/5/16,BEYOND THE ICE LIMIT,1.0
691,Denise Grover Swank,Denise Grover Swank,1939996392.0,6/5/16,THIRTY-SIX AND A HALF MOTIVES,1.0
692,Berkley,Jane Green,None,6/5/16,THE BEACH HOUSE,1.0
693,Viking,Craig Johnson,None,6/5/16,THE HIGHWAYMAN,1.0
694,Morrow,Linda Howard,62419005.0,5/29/16,TROUBLEMAKER,1.0
695,Mira,Debbie Macomber,1459254821.0,5/29/16,16 LIGHTHOUSE ROAD,1.0
696,Del Rey,Claudia Gray,345511360.0,5/22/16,STAR WARS: BLOODLINE,1.0
697,Signet,Mary Balogh,698411323.0,5/22/16,ONLY BELOVED,1.0
698,Putnam,Ace Atkins,None,5/22/16,ROBERT B. PARKER'S SLOW BURN,1.0
699,Berkley,Maya Banks,None,5/22/16,DOMINATED,1.0
700,Jove,Christine Feehan,698197755.0,5/15/16,FIRE BOUND,1.0
701,HQN,Susan Mallery,1459293894.0,5/15/16,BEST OF MY LOVE,1.0
702,St. Martin's Press,Iris Johansen,1466887206.0,5/15/16,HIDE AWAY,1.0
703,Berkley,Marie Force,NA,5/15/16,AIN'T SHE SWEET,1.0
704,Kristen Ashley,Kristen Ashley,None,5/8/16,BOUNTY,1.0
705,Jove,Nora Roberts,None,5/8/16,JEWELS OF THE SUN,1.0
706,St. Martin's Griffin,Kylie Scott,1250083273.0,5/8/16,DIRTY,1.0
707,Morrow/HarperCollins,Gilly Macmillan,None,5/8/16,WHAT SHE KNEW,1.0
708,Berkley,Amanda Quick,069819361X,5/8/16,TIL DEATH DO US PART,1.0
709,St. Martin's,Lisa Scottoline,1250088127.0,5/1/16,MOST WANTED,1.0
710,Oak Press,Bella Andre,1938127897.0,5/1/16,NOW THAT I'VE FOUND YOU,1.0
711,Valkyrie Press,Kresley Cole,997215100.0,5/1/16,THE PLAYER,1.0
712,Morrow/HarperCollins,Kristen Pro,62434772.0,5/1/16,LISTEN TO ME,1.0
713,New American Library,J R Ward,None,4/24/16,THE BEAST,1.0
714,Dell,Diana Gabaldon,1101882522.0,4/24/16,VIRGINS,1.0
715,Morrow/HarperCollins,Bryan Reardon,62339532.0,4/24/16,FINDING JAKE,1.0
716,Harlequin,Ron Carr,1459292472.0,4/24/16,WHAT WE FIND,1.0
717,Harper/HarperCollins,Jacqueline Winspear,62220624.0,4/17/16,JOURNEY TO MUNICH,1.0
718,HQN,Linda Lael Miller,1459292529.0,4/17/16,ONCE A RANCHER,1.0
719,Grand Central,Jill Shalvis,145558679X,4/17/16,NOBODY BUT YOU,1.0
720,HarperCollins,Lisa Scottoline,61797766.0,4/17/16,DADDY'S GIRL,1.0
721,Tijan,Tijan,None,4/17/16,LOGAN KADE,1.0
722,Howard Books,Karen Kingsbury,1451687540.0,4/17/16,A BRUSH OF WINGS,1.0
723,Random House,Helen Simonson,679644644.0,4/10/16,THE SUMMER BEFORE THE WAR,1.0
724,Grand Central,Nicholas Sparks,759507910.0,4/10/16,THE WEDDING,1.0
725,Berkley,Christine Feehan,None,4/3/16,DARK PROMISES,1.0
726,InterMix,Nora Roberts,None,4/3/16,PLAYING THE ODDS,1.0
727,Loveswept,Sawyer Bennett,1101968109.0,4/3/16,HAWKE,1.0
728,Putnam,Randy Wayne White,039917351X,4/3/16,DEEP BLUE,1.0
729,Harper,Anne Hillerman,62270532.0,3/27/16,ROCK WITH WINGS,1.0
730,Atlantic Monthly,Donna Leon,802190316.0,3/27/16,THE WATERS OF ETERNAL YOUTH,1.0
731,Touchstone,J A Jance,1501110764.0,3/27/16,CLAWBACK,1.0
732,Roc,Anne Bishop,698190424.0,3/27/16,MARKED IN FLESH,1.0
733,Touchstone,Kathleen Grissom,1439160120.0,3/20/16,THE KITCHEN HOUSE,1.0
734,Scribner,Colm Toibin,1501106473.0,3/20/16,BROOKLYN,1.0
735,Avon,Lynsay Sands,62316052.0,3/13/16,RUNAWAY VAMPIRE,1.0
736,Ballantine,Tess Gerritsen,345549635.0,3/13/16,GIRL MISSING,1.0
737,Kensington,Joanne Fluke,1617732176.0,3/13/16,WEDDING CAKE MURDER,1.0
738,HQN,Lori Foster,1459292413.0,3/13/16,FIGHTING DIRTY,1.0
739,Jove,Nora Roberts,None,3/6/16,THE NEXT ALWAYS,1.0
740,Metal Blonde,Karina Halle,None,3/6/16,THE LIE,1.0
741,Del Rey,Pierce Brown,345539850.0,2/28/16,MORNING STAR,1.0
742,Putnam,Alex Berenson,None,2/28/16,THE WOLVES,1.0
743,Vintage,P D James,307758982.0,2/28/16,A TASTE FOR DEATH,1.0
744,Gallery Books,Christina Lauren,1476777993.0,2/21/16,WICKED SEXY LIAR,1.0
745,Jove,Christine Feehan,None,2/14/16,SPIDER GAME,1.0
746,Tor/Tom Doherty,Brandon Sanderson,146686267X,2/14/16,THE BANDS OF MOURNING,1.0
747,Avon,Eloisa James,62389440.0,2/14/16,MY AMERICAN DUCHESS,1.0
748,Del Rey,Kevin Hearne,345548523.0,2/14/16,STAKED,1.0
749,Simon & Schuster,Sandra Brown,1416563229.0,2/14/16,TOUGH CUSTOMER,1.0
750,Delacorte,Karen Marie Moning,440339820.0,2/7/16,FEVERBORN,1.0
751,Harper,Bernard Cornwell,62250965.0,2/7/16,WARRIORS OF THE STORM,1.0
752,Elle Kennedy,Elle Kennedy,None,1/31/16,THE SCORE,1.0
753,Kristen Ashley,Kristen Ashley,NA,1/31/16,SEBRING,1.0
754,Dutton,Tami Hoag,698190831.0,1/31/16,THE BITTER SEASON,1.0
755,Morrow/HarperCollins,Jay Crownover,006238595X,1/24/16,BUILT,1.0
756,Kensington,Fern Michaels,None,1/17/16,POINT BLANK,1.0
757,Dutton,Brad Taylor,698404149.0,1/17/16,THE FORGOTTEN SOLDIER,1.0
758,HQN,Kristan Higgins,1460391896.0,1/17/16,ANYTHING FOR YOU,1.0
759,Morrow/HarperCollins,James Rollins,62381636.0,1/3/16,THE BONE LABYRINTH,1.0
760,Berkley,Jayne Ann Krentz,NA,12/27/15,SECRET SISTERS,1.0
761,Signet,J R Ward,NA,12/20/15,BLOOD KISS,1.0
762,Jove,Christine Feehan,None,12/13/15,WILD CAT,1.0
763,Kendall Ryan,Kendall Ryan,None,12/6/15,MONSTER ________,1.0
764,Simon & Schuster,Richard Paul Evans,1501119796.0,12/6/15,THE MISTLETOE INN,1.0
765,Morrow/HarperCollins,Kim van Alkemade,62338315.0,12/6/15,ORPHAN #8,1.0
766,Atria,Colleen Hoover,1501110357.0,11/29/15,9-Nov,1.0
767,Berkley,Joanna Wylde,None,11/29/15,REAPER'S FALL,1.0
768,Simon & Schuster,John Irving,1451664168.0,11/22/15,AVENUE OF MYSTERIES,1.0
769,Crown Archetype,Gillian Flynn,080418898X,11/22/15,THE GROWNUP,1.0
770,Berkley,Marie Force,None,11/22/15,IT'S ONLY LOVE,1.0
771,Viking,Elizabeth George,NA,11/15/15,A BANQUET OF CONSEQUENCES,1.0
772,Forever,Kristen Ashley,1455533246.0,11/15/15,WALK THROUGH FIRE,1.0
773,Berkley,Maya Banks,None,11/15/15,DARKEST BEFORE DAWN,1.0
774,Avon,Lisa Kleypas,None,11/15/15,COLD-HEARTED RAKE,1.0
775,Pantheon,Alexander McCall Smith,None,11/15/15,THE WOMAN WHO WALKED IN SUNSHINE,1.0
776,St. Martin's,Lisa Scottoline,1250027942.0,11/15/15,CORRUPTED,1.0
777,Atria,Kate Morton,1451649371.0,11/8/15,THE LAKE HOUSE,1.0
778,Harper Perennial/HarperCollins,Joseph Fink and Jeffrey Cranor,62351427.0,11/8/15,WELCOME TO NIGHT VALE,1.0
779,Tijan,Tijan,None,11/8/15,KIAN,1.0
780,Putnam,Stuart Woods,None,11/1/15,FOREIGN AFFAIRS,1.0
781,Knopf,Garth Risk Hallberg,385353774.0,11/1/15,CITY ON FIRE,1.0
782,Tor/Tom Doherty,David Weber,142994983X,11/1/15,HELL'S FOUNDATIONS QUIVER,1.0
783,Tor/Tom Doherty,Brandon Sanderson,1466862661.0,10/25/15,SHADOWS OF SELF,1.0
784,Ballantine,Debbie Macomber,553391704.0,10/25/15,DASHING THROUGH THE SNOW,1.0
785,Putnam,John Sandford and Ctein,698411676.0,10/25/15,SATURN RUN,1.0
786,ROC,Jim Butcher,698138007.0,10/18/15,THE AERONAUT'S WINDLASS,1.0
787,Jove,J D Robb and others,None,10/18/15,DOWN THE RABBIT HOLE,1.0
788,Avon,Lynsay Sands,None,10/18/15,ABOUT A VAMPIRE,1.0
789,St. Martin's,Iris Johansen,None,10/18/15,SHADOW PLAY,1.0
790,Mira,Heather Graham,None,10/18/15,THE HIDDEN,1.0
791,Ballantine,Kristin Hannah,307756963.0,10/11/15,ANGEL FALLS,1.0
792,Ballantine,Debbie Macomber,None,10/11/15,THE WAY TO A MAN'S HEART,1.0
793,Kingswell,Richard Castle,1484720342.0,10/11/15,RAGING HEAT,1.0
794,Forever,Meredith Wild,1455591742.0,10/4/15,HARD LOVE,1.0
795,Carina,Marie Force,142689998X,10/4/15,FATAL FRENZY,1.0
796,Morrow/HarperCollins,J A Jance,62297686.0,9/27/15,DANCE OF THE BONES,1.0
797,Putnam,Reed Farrel Coleman,None,9/27/15,ROBERT B. PARKER'S THE DEVIL WINS,1.0
798,Putnam,Clive Cussler and Russell Blake,698192095.0,9/20/15,THE SOLOMON CURSE,1.0
799,Berkley,Christine Feehan,None,9/20/15,DARK GHOST,1.0
800,Signet,Mary Balogh,698156102.0,9/20/15,ONLY A KISS,1.0
801,Minotaur,Louise Penny,1250022096.0,9/13/15,THE NATURE OF THE BEAST,1.0
802,Touchstone,Philippa Gregory,1476758824.0,9/13/15,THE TAMING OF THE QUEEN,1.0
803,JMC Creations,JS Cooper,1940218403.0,9/6/15,FOUR WEEK FIANC��,1.0
804,HTJB,Marie Force,1942295332.0,9/6/15,LOVE AFTER DARK,1.0
805,HarperCollins,Michael Crichton,006175272X,8/30/15,STATE OF FEAR,1.0
806,Dutton/Penguin Publishing Group,Linda Fairstein,NA,8/30/15,DEVIL'S BRIDGE,1.0
807,Ace,Ilona Andrews,NA,8/23/15,MAGIC SHIFTS,1.0
808,St. Martin's,Sherrilyn Kenyon,1250029953.0,8/23/15,DRAGONBANE,1.0
809,Jove,"Christine Feehan, Maggie Shayne and Lori Herter",None,8/23/15,EDGE OF DARKNESS,1.0
810,Putnam,W E B Griffin and William E Butterworth IV,NA,8/23/15,DEADLY ASSETS,1.0
811,Harlequin,Susan Mallery,1460384016.0,8/16/15,THRILL ME,1.0
812,Jove,Jayne Castle,None,8/16/15,SIREN'S CALL,1.0
813,Minotaur,C J Box,146688150X,8/16/15,BADLANDS,1.0
814,Zebra/Mulholland,Lisa Jackson,1420136062.0,8/16/15,NEVER DIE ALONE,1.0
815,NAL,JR Ward,None,8/16/15,THE BOURBON KINGS,1.0
816,Bantam,Kathy Reichs,345544056.0,8/9/15,SPEAKING IN BONES,1.0
817,Crown,Ernest Cline,804137250.0,8/2/15,ARMADA,1.0
818,Jove,Christine Feehan,None,7/26/15,EARTH BOUND,1.0
819,Forever,Kristen Ashley,NA,7/19/15,RIDE STEADY,1.0
820,Dutton,Brad Taylor,NA,7/19/15,THE INSIDER THREAT,1.0
821,HQN,Susan Mallery,None,7/19/15,KISS ME,1.0
822,Zebra,Fern Michaels,1420135953.0,7/19/15,IN PLAIN SIGHT,1.0
823,Bantam,Janet Evanovich and Phoef Sutton,553392727.0,7/12/15,WICKED CHARMS,1.0
824,Avon,Maya Banks,62312510.0,7/12/15,SAFE AT LAST,1.0
825,Ballantine,Jude Deveraux,345541863.0,7/12/15,EVER AFTER,1.0
826,Berkley,Laurell K Hamilton,698140303.0,6/28/15,DEAD ICE,1.0
827,Signet,Mary Balogh,None,6/28/15,ONLY A PROMISE,1.0
828,Denise Grover Swank,Denise Grover Swank,1939996236.0,6/28/15,THE SUBSTITUTE,1.0
829,Dutton,Joseph Finder,069819084X,6/28/15,THE FIXER,1.0
830,Signet,K Bromberg,None,6/21/15,SWEET ACHE,1.0
831,Berkley,Nalini Singh,None,6/21/15,SHARDS OF HOPE,1.0
832,Mira,Stephanie Laurens,992278988.0,6/14/15,A MATCH FOR MARCUS CYNSTER,1.0
833,Harlequin,Linda Lael Miller,1460381807.0,6/14/15,THE MARRIAGE SEASON,1.0
834,Sydney Landon,Sydney Landon,None,6/14/15,MENDED,1.0
835,Atria Books,Lisa Jewell,1476703019.0,6/14/15,THE HOUSE WE GREW UP IN,1.0
836,Zebra,Kat Martin,None,6/14/15,AGAINST THE TIDE,1.0
837,Doubleday,Lincoln Child,385531419.0,5/31/15,THE FORGOTTEN ROOM,1.0
838,Viking,Craig Johnson,698157516.0,5/31/15,DRY BONES,1.0
839,Grand Central,Jeffery Deaver,145551716X,5/31/15,SOLITUDE CREEK,1.0
840,Hoover Ink,Colleen Hoover and Tarryn Fisher,None,5/31/15,NEVER NEVER,1.0
841,Jove,Christine Feehan,None,5/24/15,CAT'S LAIR,1.0
842,Atria,John Lescroart,NA,5/24/15,THE FALL,1.0
843,HQN,Susan Mallery,None,5/17/15,HOLD ME,1.0
844,St. Martin's,Iris Johansen,1250020077.0,5/17/15,YOUR NEXT BREATH,1.0
845,Elle Kennedy,Elle Kennedy,None,5/17/15,THE MISTAKE,1.0
846,Denise Grover Swank,Denise Grover Swank,1939996260.0,5/17/15,THIRTY-FOUR AND A HALF PREDICAMENTS,1.0
847,Rerum Industries,R L Mathewson,988573237.0,5/17/15,DOUBLE DARE,1.0
848,Putnam,Amanda Quick,1101621044.0,5/10/15,GARDEN OF LIES,1.0
849,Morrow/HarperCollins,Jay Crownover,62333089.0,5/10/15,ASA,1.0
850,InterMix,Penelope Douglas,None,5/10/15,AFLAME,1.0
851,Simon & Schuster,Christina Lauren,1476778019.0,5/3/15,BEAUTIFUL SECRET,1.0
852,Aurora Rose Reynolds,Aurora Rose Reynolds,None,5/3/15,UNTIL JULY,1.0
853,Ballantine,Jude Deveraux,None,5/3/15,TRUE LOVE,1.0
854,Jove,Kay Hooper,None,4/26/15,A DEADLY WEB,1.0
855,Atria,Abbi Glines,1476776105.0,4/26/15,WHEN I'M GONE,1.0
856,Atlantic Monthly,Donna Leon,802191835.0,4/26/15,FALLING IN LOVE,1.0
857,Oak Press,Bella Andre,1938127595.0,4/26/15,ALL I EVER NEED IS YOU,1.0
858,Berkley,Jill Shalvis,NA,4/26/15,STILL THE ONE,1.0
859,Berkley,Joanna Wylde,None,4/26/15,SILVER BASTARD,1.0
860,New American Library,J R Ward,None,4/19/15,THE SHADOWS,1.0
861,Minotaur,Steve Berry,1466862602.0,4/19/15,THE PATRIOT THREAT,1.0
862,St. Martin's Griffin,Kylie Scott,1466854227.0,4/19/15,DEEP,1.0
863,Avon,Eloisa James,None,4/19/15,FOUR NIGHTS WITH THE DUKE,1.0
864,Del Rey,Peter V Brett,804177473.0,4/19/15,THE SKULL THRONE,1.0
865,Julia Kent,Julia Kent,None,4/12/15,SHOPPING FOR A BILLIONAIRE,1.0
866,Kensington,Gregg Olsen,None,4/12/15,A WICKED SNOW,1.0
867,Putnam,Randy Wayne White,NA,4/12/15,CUBA STRAITS,1.0
868,Simon & Schuster,Katy Evans,1501101560.0,4/12/15,MANWHORE,1.0
869,Harper,Jacqueline Winspear,62220578.0,4/5/15,A DANGEROUS PLACE,1.0
870,Harper,Michael Crichton,61750239.0,4/5/15,PREY,1.0
871,Kristen Ashley,Kristen Ashley,None,4/5/15,SOARING,1.0
872,Pepper Winters,Pepper Winters,None,4/5/15,MONSTERS IN THE DARK,1.0
873,Atria,Colleen Hoover,1476791465.0,3/29/15,CONFESS,1.0
874,Ace,Patricia Briggs,NA,3/22/15,DEAD HEAT,1.0
875,Berkley,Marie Force,NA,3/22/15,AND I LOVE HER,1.0
876,Knopf,Kazuo Ishiguro,030727103X,3/22/15,THE BURIED GIANT,1.0
877,St. Martin's Press,Jeffrey Archer,1250034507.0,3/15/15,MIGHTIER THAN THE SWORD,1.0
878,Avon/HarperCollins,Lynsay Sands,NA,3/15/15,THE IMMORTAL WHO LOVED ME,1.0
879,Holt,Richard Price writing as Harry Brandt,1429974125.0,3/8/15,THE WHITES,1.0
880,Forever/Grand Central,Jodi Ellen Malpas,1455559385.0,3/1/15,ONE NIGHT: UNVEILED,1.0
881,Putnam,Alex Berenson,NA,3/1/15,TWELVE DAYS,1.0
882,Pocket Star,Christina Lauren,None,2/22/15,BEAUTIFUL BELOVED,1.0
883,Science Future Press,J A Huss,1936413787.0,2/22/15,"THREE, TWO, ONE (321)",1.0
884,Jove,Christine Feehan,698180569.0,2/15/15,VIPER GAME,1.0
885,Jamie McGuire,Jamie McGuire,None,2/15/15,BEAUTIFUL REDEMPTION,1.0
886,Avon/HarperCollins,Julia Quinn,None,2/15/15,THE SECRETS OF SIR RICHARD KENWORTHY,1.0
887,Avon/HarperCollins,Jeaniene Frost,62075829.0,2/15/15,BOUND BY FLAMES,1.0
888,Avon/HarperCollins,Maya Banks,None,2/15/15,IN HIS KEEPING,1.0
889,Delacorte,Karen Marie Moning,440339812.0,2/8/15,BURNED,1.0
890,St. Martin's,Sarah Addison Allen,1250019842.0,2/8/15,FIRST FROST,1.0
891,Vintage,Rob Thomas and Jennifer Graham,None,2/8/15,VERONICA MARS: MR. KISS AND TELL,1.0
892,Dutton,Tami Hoag,698157273.0,2/1/15,COLD COLD HEART,1.0
893,Harlequin,Marie Force,1426898762.0,2/1/15,FATAL SCANDAL,1.0
894,Harper Sloan,Harper Sloan,None,2/1/15,CORPS SECURITY: THE SERIES,1.0
895,Putnam,Jayne Ann Krentz,1101621001.0,1/25/15,TRUST NO ONE,1.0
896,Del Rey,Pierce Brown,345539826.0,1/25/15,GOLDEN SON,1.0
897,Zebra/Kensington,Fern Michaels,None,1/18/15,EYES ONLY,1.0
898,Dutton,Brad Taylor,NA,1/18/15,NO FORTUNATE SON,1.0
899,Putnam,W E B Griffin and William E Butterworth IV,NA,1/18/15,THE ASSASSINATION OPTION,1.0
900,Mira,Sherryl Woods,1460345797.0,1/18/15,DOGWOOD HILL,1.0
901,Penguin Press,Phil Klay,1594204993.0,1/4/15,REDEPLOYMENT,1.0
902,Jove,Laurell K Hamilton,None,12/21/14,JASON,1.0
903,Atria,Abbi Glines,1476776083.0,12/21/14,YOU WERE MINE,1.0
904,Ampersand,Kristen Pro,None,12/21/14,FOREVER WITH ME,1.0
905,Harlequin,Gena Showalter,NA,12/14/14,THE DARKEST TOUCH,1.0
906,St. Martin's,Lisa Scottoline,1250027683.0,12/14/14,BETRAYED,1.0
907,Avon/HarperCollins,Sarah MacLean,62065416.0,12/14/14,NEVER JUDGE A LADY BY HER COVER,1.0
908,Bantam,Janet Evanovich and Lee Goldberg,None,12/7/14,THE JOB,1.0
909,Simon & Schuster,Richard Paul Evans,1476728208.0,12/7/14,THE MISTLETOE PROMISE,1.0
910,Helen Cooper,Helen Cooper,1940218365.0,11/23/14,ALPHA BILLIONAIRE 3,1.0
911,Deborah Bladon,Deborah Bladon,None,11/23/14,RUIN: PART 3,1.0
912,Berkley,Marie Force,NA,11/23/14,I SAW HER STANDING THERE,1.0
913,Deborah Bladon,Deborah Bladon,None,11/23/14,RUIN: PART 1,1.0
914,Gallery Books,Christina Lauren,1476777977.0,11/23/14,DIRTY ROWDY THING,1.0
915,DAW,Patrick Rothfuss,NA,11/16/14,THE SLOW REGARD OF SILENT THINGS,1.0
916,Delacorte,Danielle Steel,None,11/16/14,PEGASUS,1.0
917,Harlequin,Susan Mallery,1459256476.0,11/16/14,YOURS FOR CHRISTMAS,1.0
918,Pantheon,Alexander McCall Smith,None,11/16/14,THE HANDSOME MAN'S DE LUXE CAF��,1.0
919,Signet,Mary Balogh,698156080.0,11/16/14,ONLY ENCHANTING,1.0
920,Morrow,Jay Crownover,NA,11/9/14,ROWDY,1.0
921,Dial,Sophie Kinsella,081299387X,11/9/14,SHOPAHOLIC TO THE STARS,1.0
922,Bella Andre,Bella Andre,None,11/2/14,I LOVE HOW YOU LOVE ME,1.0
923,Ballantine,Debbie Macomber,NA,10/26/14,MR. MIRACLE,1.0
924,Berkley,Joanna Wylde,None,10/26/14,REAPER'S STAND,1.0
925,Simon & Schuster,Zane,743446577.0,10/26/14,ADDICTED,1.0
926,New American Library,J R Ward,NA,10/26/14,IMMORTAL,1.0
927,Putnam,Catherine Coulter and J T Ellison,1101618752.0,10/19/14,THE LOST KEY,1.0
928,St. Martin's,Iris Johansen,None,10/19/14,THE PERFECT WITNESS,1.0
929,Scribner,Stephen King,150110442X,10/19/14,A GOOD MARRIAGE,1.0
930,Harlequin,Kristan Higgins,1460340248.0,10/19/14,IN YOUR DREAMS,1.0
931,Harper Sloan,Harper Sloan,None,10/19/14,LOCKE,1.0
932,Bantam,Kathy Reichs,None,10/12/14,BONES NEVER LIE,1.0
933,Kristen Ashley,Kristen Ashley,None,10/12/14,DEACON,1.0
934,Ellora's Cave,Laurann Dohner,1419993186.0,10/12/14,DARKNESS,1.0
935,Zebra,Fern Michaels,None,10/5/14,TAKE DOWN,1.0
936,Putnam,Jonathan Kellerman and Jesse Kellerman,None,10/5/14,THE GOLEM OF HOLLYWOOD,1.0
937,Harper Voyager,Kim Harrison,NA,9/28/14,THE WITCH WITH NO NAME,1.0
938,Touchstone,Philippa Gregory,NA,9/28/14,THE KING'S CURSE,1.0
939,Nan A. Talese/Doubleday,Ian McEwan,NA,9/28/14,THE CHILDREN ACT,1.0
940,Putnam,Reed Farrel Coleman,698155629.0,9/28/14,ROBERT B. PARKER'S BLIND SPOT,1.0
941,Viking,Tana French,NA,9/21/14,THE SECRET PLACE,1.0
942,Berkley,Christine Feehan,NA,9/21/14,DARK BLOOD,1.0
943,Random House,David Mitchell,1400065674.0,9/21/14,THE BONE CLOCKS,1.0
944,Atria,Abbi Glines,NA,9/21/14,ONE MORE CHANCE,1.0
