id,Word,Part of Speech,Per Million Words,Length
2477,observer,noun,30.7,8.0
2478,terrorism,noun,30.7,9.0
2479,essay,noun,30.7,5.0
2480,junior,adjective,30.7,6.0
2481,onion,noun,30.6,5.0
2482,confront,verb,30.6,8.0
2483,birthday,noun,30.6,8.0
2484,mm-hmm,interjection,30.6,6.0
2485,assist,verb,30.6,6.0
2486,corn,noun,30.5,4.0
2487,crop,noun,30.5,4.0
2488,testing,noun,30.5,7.0
2489,ie,adverb,30.5,2.0
2490,estimate,noun,30.5,8.0
2491,recovery,noun,30.5,8.0
2492,poem,noun,30.4,4.0
2493,buck,noun,30.4,4.0
2494,block,verb,30.4,5.0
2495,strike,noun,30.4,6.0
2496,reputation,noun,30.4,10.0
2497,employment,noun,30.4,10.0
2498,pure,adjective,30.4,4.0
2499,perfectly,adverb,30.4,9.0
2500,grandmother,noun,30.4,11.0
2501,accompany,verb,30.4,9.0
2502,flag,noun,30.3,4.0
2503,origin,noun,30.3,6.0
2504,consultant,noun,30.3,10.0
2505,dig,verb,30.3,3.0
2506,teenager,noun,30.3,8.0
2507,rather,conjunction,30.2,6.0
2508,fiber,noun,30.2,5.0
2509,journey,noun,30.2,7.0
2510,absence,noun,30.2,7.0
2511,clinical,adjective,30.2,8.0
2512,fellow,adjective,30.2,6.0
2513,install,verb,30.2,7.0
2514,wave,verb,30.1,4.0
2515,preparation,noun,30.1,11.0
2516,soon,conjunction,30.1,4.0
2517,inner,adjective,30.1,5.0
2518,enterprise,noun,30.1,10.0
2519,relative,noun,30.1,8.0
2520,plant,verb,30.1,5.0
2521,wooden,adjective,30.0,6.0
2522,coast,noun,30.0,5.0
2523,historic,adjective,30.0,8.0
2524,quietly,adverb,30.0,7.0
2525,viewer,noun,30.0,6.0
2526,straight,adjective,29.9,8.0
2527,smoke,verb,29.9,5.0
2528,historian,noun,29.9,9.0
2529,apparent,adjective,29.9,8.0
2530,assumption,noun,29.9,10.0
2531,literally,adverb,29.8,9.0
2532,cheek,noun,29.8,5.0
2533,professional,noun,29.8,12.0
2534,supply,verb,29.8,6.0
2535,permanent,adjective,29.8,9.0
2536,ingredient,noun,29.7,10.0
2537,drawing,noun,29.7,7.0
2538,substantial,adjective,29.7,11.0
2539,line,verb,29.7,4.0
2540,tube,noun,29.7,4.0
2541,snap,verb,29.7,4.0
2542,arise,verb,29.7,5.0
2543,cake,noun,29.6,4.0
2544,resist,verb,29.6,6.0
2545,jail,noun,29.6,4.0
2546,occasionally,adverb,29.6,12.0
2547,incorporate,verb,29.6,11.0
2548,alternative,adjective,29.5,11.0
2549,effectively,adverb,29.5,11.0
2550,darkness,noun,29.5,8.0
2551,concert,noun,29.5,7.0
2552,particular,adverb,29.5,10.0
2553,general,adverb,29.5,7.0
2554,provision,noun,29.5,9.0
2555,due,adjective,29.4,3.0
2556,unlike,preposition,29.4,6.0
2557,pack,noun,29.4,4.0
2558,like,adverb,29.4,4.0
2559,favor,verb,29.4,5.0
2560,biological,adjective,29.4,10.0
2561,date,verb,29.4,4.0
2562,conventional,adjective,29.4,12.0
2563,intention,noun,29.3,9.0
2564,aggressive,adjective,29.3,10.0
2565,nevertheless,adverb,29.3,12.0
2566,embrace,verb,29.3,7.0
2567,secure,verb,29.3,6.0
2568,developing,adjective,29.3,10.0
2569,fifth,number,29.2,5.0
2570,utility,noun,29.2,7.0
2571,suggestion,noun,29.2,10.0
2572,yell,verb,29.2,4.0
2573,reasonable,adjective,29.2,10.0
2574,pop,verb,29.2,3.0
2575,beat,noun,29.2,4.0
2576,sensitive,adjective,29.1,9.0
2577,bind,verb,29.1,4.0
2578,brand,noun,29.1,5.0
2579,rapidly,adverb,29.0,7.0
2580,extreme,adjective,29.0,7.0
2581,via,preposition,29.0,3.0
2582,roll,noun,29.0,4.0
2583,weigh,verb,29.0,5.0
2584,quit,verb,29.0,4.0
2585,negotiate,verb,29.0,9.0
2586,specialist,noun,29.0,10.0
2587,constantly,adverb,29.0,10.0
2588,wage,noun,29.0,4.0
2589,mail,noun,28.9,4.0
2590,refugee,noun,28.9,7.0
2591,count,noun,28.9,5.0
2592,dealer,noun,28.9,6.0
2593,channel,noun,28.8,7.0
2594,deputy,noun,28.8,6.0
2595,armed,adjective,28.8,5.0
2596,giant,adjective,28.8,5.0
2597,shell,noun,28.8,5.0
2598,mechanism,noun,28.8,9.0
2599,comment,verb,28.7,7.0
2600,depth,noun,28.7,5.0
2601,honest,adjective,28.7,6.0
2602,criticize,verb,28.7,9.0
2603,mad,adjective,28.7,3.0
2604,flat,adjective,28.7,4.0
2605,pace,noun,28.6,4.0
2606,speaker,noun,28.6,7.0
2607,dream,verb,28.6,5.0
2608,wealth,noun,28.6,6.0
2609,schedule,verb,28.6,8.0
2610,precisely,adverb,28.6,9.0
2611,award,noun,28.6,5.0
2612,gear,noun,28.6,4.0
2613,false,adjective,28.6,5.0
2614,hip,noun,28.6,3.0
2615,assign,verb,28.5,6.0
2616,cooperation,noun,28.5,11.0
2617,mine,noun,28.5,4.0
2618,restore,verb,28.5,7.0
2619,literary,adjective,28.4,8.0
2620,approval,noun,28.4,8.0
2621,barrier,noun,28.4,7.0
2622,drop,noun,28.3,4.0
2623,telescope,noun,28.3,9.0
2624,index,noun,28.3,5.0
2625,impression,noun,28.3,10.0
2626,fast,adjective,28.3,4.0
2627,activist,noun,28.3,8.0
2628,advise,verb,28.2,6.0
2629,spokesman,noun,28.2,9.0
2630,draft,noun,28.2,5.0
2631,tournament,noun,28.2,10.0
2632,chocolate,noun,28.2,9.0
2633,testimony,noun,28.2,9.0
2634,chemical,noun,28.2,8.0
2635,spin,verb,28.2,4.0
2636,paint,noun,28.2,5.0
2637,ceiling,noun,28.2,7.0
2638,whereas,conjunction,28.2,7.0
2639,teen,noun,28.1,4.0
2640,gang,noun,28.1,4.0
2641,lawsuit,noun,28.1,7.0
2642,highway,noun,28.1,7.0
2643,yield,verb,28.1,5.0
2644,killer,noun,28.1,6.0
2645,valuable,adjective,28.1,8.0
2646,corporation,noun,28.0,11.0
2647,classic,adjective,28.0,7.0
2648,stake,noun,28.0,5.0
2649,advertising,noun,28.0,11.0
2650,universal,adjective,28.0,9.0
2651,super,adjective,28.0,5.0
2652,pause,verb,28.0,5.0
2653,routine,noun,27.9,7.0
2654,constitutional,adjective,27.9,14.0
2655,advocate,noun,27.9,8.0
2656,phrase,noun,27.9,6.0
2657,button,noun,27.9,6.0
2658,assure,verb,27.9,6.0
2659,ultimate,adjective,27.9,8.0
2660,distant,adjective,27.9,7.0
2661,latter,determiner,27.8,6.0
2662,switch,verb,27.8,6.0
2663,label,noun,27.8,5.0
2664,graduate,verb,27.7,8.0
2665,stupid,adjective,27.7,6.0
2666,heaven,noun,27.7,6.0
2667,furniture,noun,27.7,9.0
2668,pant,noun,27.7,4.0
2669,satellite,noun,27.6,9.0
2670,wipe,verb,27.6,4.0
2671,sweep,verb,27.6,5.0
2672,vacation,noun,27.6,8.0
2673,bell,noun,27.6,4.0
2674,normally,adverb,27.6,8.0
2675,infection,noun,27.6,9.0
2676,taste,verb,27.5,5.0
2677,clock,noun,27.5,5.0
2678,drama,noun,27.5,5.0
2679,fence,noun,27.5,5.0
2680,resort,noun,27.5,6.0
2681,found,verb,27.5,5.0
2682,rough,adjective,27.5,5.0
2683,extraordinary,adjective,27.5,13.0
2684,destruction,noun,27.5,11.0
2685,strategic,adjective,27.4,9.0
2686,minor,adjective,27.4,5.0
2687,tissue,noun,27.4,6.0
2688,terror,noun,27.4,6.0
2689,portrait,noun,27.4,8.0
2690,survival,noun,27.4,8.0
2691,pregnant,adjective,27.4,8.0
2692,elite,noun,27.4,5.0
2693,interpret,verb,27.4,9.0
2694,personally,adverb,27.4,10.0
2695,penalty,noun,27.4,7.0
2696,disagree,verb,27.3,8.0
2697,house,verb,27.3,5.0
2698,wonder,noun,27.3,6.0
2699,stranger,noun,27.2,8.0
2700,external,adjective,27.2,8.0
2701,bake,verb,27.2,4.0
2702,champion,noun,27.2,8.0
2703,satisfaction,noun,27.2,12.0
2704,rank,noun,27.2,4.0
2705,gently,adverb,27.2,6.0
2706,bunch,noun,27.2,5.0
2707,relevant,adjective,27.1,8.0
2708,dispute,noun,27.1,7.0
2709,roughly,adverb,27.1,7.0
2710,bear,noun,27.1,4.0
2711,similarly,adverb,27.1,9.0
2712,communicate,verb,27.1,11.0
2713,apple,noun,27.0,5.0
2714,stair,noun,27.0,5.0
2715,counselor,noun,27.0,9.0
2716,bottom,adjective,27.0,6.0
2717,terrorist,noun,27.0,9.0
2718,cousin,noun,27.0,6.0
2719,concentration,noun,27.0,13.0
2720,ahead,preposition,26.9,5.0
2721,smell,noun,26.9,5.0
2722,solar,adjective,26.9,5.0
2723,adviser,noun,26.9,7.0
2724,mode,noun,26.9,4.0
2725,virus,noun,26.9,5.0
2726,incentive,noun,26.9,9.0
2727,salad,noun,26.9,5.0
2728,hunting,noun,26.9,7.0
2729,broken,adjective,26.9,6.0
2730,senator,noun,26.9,7.0
2731,profile,noun,26.9,7.0
2732,statistics,noun,26.9,10.0
2733,boundary,noun,26.8,8.0
2734,bet,verb,26.8,3.0
2735,clothing,noun,26.8,8.0
2736,though,adverb,26.8,6.0
2737,genetic,adjective,26.8,7.0
2738,dirt,noun,26.8,4.0
2739,representation,noun,26.8,14.0
2740,imply,verb,26.8,5.0
2741,advance,verb,26.8,7.0
2742,wind,verb,26.8,4.0
2743,burden,noun,26.8,6.0
2744,expansion,noun,26.8,9.0
2745,retain,verb,26.8,6.0
2746,chamber,noun,26.7,7.0
2747,match,noun,26.7,5.0
2748,initially,adverb,26.7,9.0
2749,diverse,adjective,26.7,7.0
2750,awareness,noun,26.7,9.0
2751,correspondent,noun,26.7,13.0
2752,electric,adjective,26.7,8.0
2753,chemical,adjective,26.7,8.0
2754,blind,adjective,26.7,5.0
2755,string,noun,26.6,6.0
2756,encounter,verb,26.6,9.0
2757,shopping,noun,26.6,8.0
2758,decline,noun,26.6,7.0
2759,electricity,noun,26.6,11.0
2760,constitute,verb,26.5,10.0
2761,rice,noun,26.5,4.0
2762,conservative,noun,26.5,12.0
2763,process,verb,26.5,7.0
2764,ceremony,noun,26.5,8.0
2765,port,noun,26.4,4.0
2766,lost,adjective,26.4,4.0
2767,pay,noun,26.4,3.0
2768,reflection,noun,26.4,10.0
2769,react,verb,26.4,5.0
2770,unlikely,adjective,26.4,8.0
2771,slave,noun,26.4,5.0
2772,chart,noun,26.4,5.0
2773,odd,adjective,26.3,3.0
2774,journal,noun,26.3,7.0
2775,cabinet,noun,26.3,7.0
2776,testify,verb,26.3,7.0
2777,accurate,adjective,26.3,8.0
2778,intellectual,adjective,26.3,12.0
2779,deck,noun,26.3,4.0
2780,transfer,noun,26.3,8.0
2781,assistant,noun,26.3,9.0
2782,recommendation,noun,26.3,14.0
2783,fortune,noun,26.3,7.0
2784,white,noun,26.3,5.0
2785,proceed,verb,26.2,7.0
2786,overcome,verb,26.2,8.0
2787,revolution,noun,26.2,10.0
2788,characterize,verb,26.2,12.0
2789,stick,noun,26.2,5.0
2790,detect,verb,26.2,6.0
2791,track,verb,26.2,5.0
2792,occupy,verb,26.1,6.0
2793,scenario,noun,26.1,8.0
2794,prior,preposition,26.1,5.0
2795,translate,verb,26.0,9.0
2796,framework,noun,26.0,9.0
2797,bullet,noun,26.0,6.0
2798,dialogue,noun,26.0,8.0
2799,fiction,noun,26.0,7.0
2800,rub,verb,26.0,3.0
2801,treaty,noun,26.0,6.0
2802,emission,noun,26.0,8.0
2803,remarkable,adjective,26.0,10.0
2804,offense,noun,26.0,7.0
2805,tremendous,adjective,26.0,10.0
2806,counter,noun,25.9,7.0
2807,tongue,noun,25.9,6.0
2808,bench,noun,25.9,5.0
2809,deer,noun,25.9,4.0
2810,ski,noun,25.9,3.0
2811,honor,verb,25.9,5.0
2812,market,verb,25.9,6.0
2813,tight,adjective,25.9,5.0
2814,thirty,number,25.9,6.0
2815,shooting,noun,25.9,8.0
2816,square,adjective,25.8,6.0
2817,advanced,adjective,25.8,8.0
2818,ideal,adjective,25.8,5.0
2819,comprehensive,adjective,25.8,13.0
2820,pale,adjective,25.8,4.0
2821,freeze,verb,25.8,6.0
2822,sink,verb,25.8,4.0
2823,aircraft,noun,25.8,8.0
2824,insight,noun,25.8,7.0
2825,DNA,noun,25.7,3.0
2826,extensive,adjective,25.7,9.0
2827,founder,noun,25.7,7.0
2828,mutual,adjective,25.7,6.0
2829,craft,noun,25.7,5.0
2830,likely,adverb,25.7,6.0
2831,considerable,adjective,25.7,12.0
2832,strip,noun,25.7,5.0
2833,balance,verb,25.6,7.0
2834,innocent,adjective,25.6,8.0
2835,significance,noun,25.6,12.0
2836,finance,noun,25.6,7.0
2837,lover,noun,25.6,5.0
2838,tire,verb,25.5,4.0
2839,introduction,noun,25.5,12.0
2840,possess,verb,25.5,7.0
2841,profession,noun,25.5,10.0
2842,oven,noun,25.5,4.0
2843,garlic,noun,25.4,6.0
2844,pole,noun,25.4,4.0
2845,evolve,verb,25.4,6.0
2846,defensive,adjective,25.4,9.0
2847,guarantee,verb,25.4,9.0
2848,justify,verb,25.4,7.0
2849,variation,noun,25.3,9.0
2850,top,preposition,25.3,3.0
2851,pollution,noun,25.3,9.0
2852,assistant,adjective,25.3,9.0
2853,newly,adverb,25.3,5.0
2854,potentially,adverb,25.3,11.0
2855,distinction,noun,25.3,11.0
2856,fade,verb,25.3,4.0
2857,presentation,noun,25.3,12.0
2858,sudden,adjective,25.3,6.0
2859,mainly,adverb,25.3,6.0
2860,flow,verb,25.3,4.0
2861,friendly,adjective,25.2,8.0
2862,establishment,noun,25.2,13.0
2863,withdraw,verb,25.2,8.0
2864,remote,adjective,25.2,6.0
2865,general,noun,25.2,7.0
2866,swim,verb,25.2,4.0
2867,pretend,verb,25.2,7.0
2868,regularly,adverb,25.2,9.0
2869,surprising,adjective,25.2,10.0
2870,politically,adverb,25.2,11.0
2871,earnings,noun,25.2,8.0
2872,delivery,noun,25.2,8.0
2873,psychology,noun,25.1,10.0
2874,raw,adjective,25.1,3.0
2875,complicated,adjective,25.1,11.0
2876,naturally,adverb,25.1,9.0
2877,loose,adjective,25.1,5.0
2878,not,conjunction,25.1,3.0
2879,lifetime,noun,25.1,8.0
2880,frequency,noun,25.1,9.0
2881,squeeze,verb,25.1,7.0
2882,tap,verb,25.1,3.0
2883,singer,noun,25.1,6.0
2884,crash,noun,25.0,5.0
2885,mix,noun,25.0,3.0
2886,worth,noun,25.0,5.0
2887,differ,verb,24.9,6.0
2888,platform,noun,24.9,8.0
2889,relax,verb,24.9,5.0
2890,working,adjective,24.9,7.0
2891,lie,noun,24.9,3.0
2892,mask,noun,24.9,4.0
2893,double,verb,24.9,6.0
2894,protest,noun,24.8,7.0
2895,joy,noun,24.8,3.0
2896,dismiss,verb,24.8,7.0
2897,galaxy,noun,24.8,6.0
2898,leather,noun,24.8,7.0
2899,violation,noun,24.8,9.0
2900,spot,verb,24.8,4.0
2901,headquarters,noun,24.7,12.0
2902,favorite,noun,24.7,8.0
2903,partly,adverb,24.7,6.0
2904,entrance,noun,24.7,8.0
2905,attractive,adjective,24.7,10.0
2906,fault,noun,24.7,5.0
2907,partnership,noun,24.7,11.0
2908,dirty,adjective,24.7,5.0
2909,pride,noun,24.7,5.0
2910,alter,verb,24.7,5.0
2911,unknown,adjective,24.7,7.0
2912,funeral,noun,24.6,7.0
2913,respect,verb,24.6,7.0
2914,PC,noun,24.6,2.0
2915,episode,noun,24.6,7.0
2916,evolution,noun,24.6,9.0
2917,controversy,noun,24.6,11.0
2918,regardless,adverb,24.5,10.0
2919,assault,noun,24.5,7.0
2920,tragedy,noun,24.5,7.0
2921,limitation,noun,24.5,10.0
2922,adventure,noun,24.5,9.0
2923,palm,noun,24.5,4.0
2924,honey,noun,24.5,5.0
2925,grandfather,noun,24.5,11.0
2926,originally,adverb,24.4,10.0
2927,convert,verb,24.4,7.0
2928,adapt,verb,24.4,5.0
2929,hold,noun,24.4,4.0
2930,elderly,adjective,24.4,7.0
2931,stable,adjective,24.4,6.0
2932,composition,noun,24.4,11.0
2933,target,verb,24.4,6.0
2934,narrative,noun,24.3,9.0
2935,buyer,noun,24.3,5.0
2936,stress,verb,24.3,6.0
2937,prominent,adjective,24.3,9.0
2938,license,noun,24.3,7.0
2939,gifted,adjective,24.3,6.0
2940,radical,adjective,24.3,7.0
2941,vessel,noun,24.3,6.0
2942,net,noun,24.3,3.0
2943,imagination,noun,24.3,11.0
2944,derive,verb,24.3,6.0
2945,capability,noun,24.2,10.0
2946,stability,noun,24.2,9.0
2947,free,verb,24.2,4.0
2948,porch,noun,24.2,5.0
2949,storage,noun,24.2,7.0
2950,shelter,noun,24.2,7.0
2951,instance,noun,24.2,8.0
2952,load,noun,24.2,4.0
2953,vital,adjective,24.1,5.0
2954,shortly,adverb,24.1,7.0
2955,practice,verb,24.1,8.0
2956,tribe,noun,24.1,5.0
2957,segment,noun,24.1,7.0
2958,dining,noun,24.1,6.0
2959,poet,noun,24.1,4.0
2960,hunter,noun,24.1,6.0
2961,preference,noun,24.1,10.0
2962,confident,adjective,24.1,9.0
2963,violate,verb,24.0,7.0
2964,lawn,noun,24.0,4.0
2965,athletic,adjective,24.0,8.0
2966,carbon,noun,24.0,6.0
2967,easy,adverb,24.0,4.0
2968,properly,adverb,24.0,8.0
2969,mere,adjective,24.0,4.0
2970,proof,noun,23.9,5.0
2971,round,adjective,23.9,5.0
2972,celebrity,noun,23.9,9.0
2973,scared,adjective,23.9,6.0
2974,distribute,verb,23.9,10.0
2975,appeal,verb,23.9,6.0
2976,shelf,noun,23.9,5.0
2977,gesture,noun,23.9,7.0
2978,fifteen,number,23.9,7.0
2979,load,verb,23.9,4.0
2980,OK,adjective,23.9,2.0
2981,examination,noun,23.8,11.0
2982,ongoing,adjective,23.8,7.0
2983,can,noun,23.8,3.0
2984,steady,adjective,23.8,6.0
2985,psychologist,noun,23.8,12.0
2986,council,noun,23.8,7.0
2987,shrug,verb,23.8,5.0
2988,asleep,adjective,23.7,6.0
2989,shade,noun,23.7,5.0
2990,comfort,noun,23.7,7.0
2991,poetry,noun,23.7,6.0
2992,tail,noun,23.7,4.0
2993,nowhere,adverb,23.7,7.0
2994,tendency,noun,23.6,8.0
2995,cholesterol,noun,23.6,11.0
2996,economist,noun,23.6,9.0
2997,given,adjective,23.6,5.0
2998,orientation,noun,23.6,11.0
2999,tobacco,noun,23.6,7.0
3000,exciting,adjective,23.5,8.0
3001,pile,noun,23.5,4.0
3002,split,verb,23.5,5.0
3003,neither,determiner,23.5,7.0
3004,musician,noun,23.5,8.0
3005,chapter,noun,23.5,7.0
3006,efficiency,noun,23.5,10.0
3007,organic,adjective,23.5,7.0
3008,soup,noun,23.5,4.0
3009,adolescent,noun,23.5,10.0
3010,motivation,noun,23.5,10.0
3011,wisdom,noun,23.5,6.0
3012,discourse,noun,23.5,9.0
3013,formation,noun,23.5,9.0
3014,sustain,verb,23.4,7.0
3015,obligation,noun,23.4,10.0
3016,gradually,adverb,23.4,9.0
3017,besides,adverb,23.4,7.0
3018,agricultural,adjective,23.4,12.0
3019,guide,verb,23.4,5.0
3020,fifty,number,23.4,5.0
3021,fate,noun,23.4,4.0
3022,proportion,noun,23.4,10.0
3023,flee,verb,23.4,4.0
3024,slight,adjective,23.3,6.0
3025,calculate,verb,23.3,9.0
3026,plot,noun,23.3,4.0
3027,bombing,noun,23.2,7.0
3028,depending,preposition,23.2,9.0
3029,ratio,noun,23.2,5.0
3030,angle,noun,23.2,5.0
3031,efficient,adjective,23.2,9.0
3032,fantasy,noun,23.2,7.0
3033,ill,adjective,23.2,3.0
3034,store,verb,23.2,5.0
3035,pipe,noun,23.2,4.0
3036,math,noun,23.2,4.0
3037,scheme,noun,23.2,6.0
3038,rapid,adjective,23.2,5.0
3039,custom,noun,23.1,6.0
3040,scandal,noun,23.1,7.0
3041,vulnerable,adjective,23.1,10.0
3042,institutional,adjective,23.1,13.0
3043,blade,noun,23.1,5.0
3044,terrorist,adjective,23.1,9.0
3045,admission,noun,23.0,9.0
3046,doubt,verb,23.0,5.0
3047,furthermore,adverb,23.0,11.0
3048,incredible,adjective,23.0,10.0
3049,fellow,noun,23.0,6.0
3050,aide,noun,23.0,4.0
3051,since,adverb,23.0,5.0
3052,crack,noun,23.0,5.0
3053,loud,adjective,22.9,4.0
3054,divorce,noun,22.9,7.0
3055,fabric,noun,22.9,6.0
3056,survivor,noun,22.9,8.0
3057,adjustment,noun,22.9,10.0
3058,consume,verb,22.9,7.0
3059,fighter,noun,22.9,7.0
3060,scholarship,noun,22.9,11.0
3061,mount,verb,22.9,5.0
3062,guideline,noun,22.9,9.0
3063,heel,noun,22.9,4.0
3064,proposed,adjective,22.9,8.0
3065,relative,adjective,22.9,8.0
3066,publisher,noun,22.8,9.0
3067,sufficient,adjective,22.8,10.0
3068,membership,noun,22.8,10.0
3069,arrest,noun,22.8,6.0
3070,meter,noun,22.8,5.0
3071,rate,verb,22.8,4.0
3072,menu,noun,22.8,4.0
3073,fund,verb,22.7,4.0
3074,glove,noun,22.7,5.0
3075,reservation,noun,22.7,11.0
3076,celebration,noun,22.7,11.0
3077,infant,noun,22.7,6.0
3078,rifle,noun,22.7,5.0
3079,suspect,noun,22.7,7.0
3080,provider,noun,22.7,8.0
3081,satisfy,verb,22.7,7.0
3082,uniform,noun,22.7,7.0
3083,mall,noun,22.6,4.0
3084,measurement,noun,22.6,11.0
3085,witness,verb,22.6,7.0
3086,downtown,adjective,22.6,8.0
3087,educate,verb,22.6,7.0
3088,publicly,adverb,22.6,8.0
3089,maintenance,noun,22.6,11.0
3090,cognitive,adjective,22.6,9.0
3091,damage,verb,22.6,6.0
3092,sanction,noun,22.6,8.0
3093,consumption,noun,22.6,11.0
3094,myth,noun,22.6,4.0
3095,strengthen,verb,22.6,10.0
3096,explosion,noun,22.6,9.0
3097,flavor,noun,22.5,6.0
3098,dominant,adjective,22.5,8.0
3099,owe,verb,22.5,3.0
3100,chef,noun,22.5,4.0
3101,friendship,noun,22.5,10.0
3102,briefly,adverb,22.5,7.0
3103,assert,verb,22.5,6.0
3104,helpful,adjective,22.5,7.0
3105,scope,noun,22.5,5.0
3106,taxpayer,noun,22.5,8.0
3107,etc,adverb,22.5,3.0
3108,tent,noun,22.5,4.0
3109,rid,verb,22.5,3.0
3110,sigh,verb,22.4,4.0
3111,lemon,noun,22.4,5.0
3112,qualify,verb,22.4,7.0
3113,wealthy,adjective,22.3,7.0
3114,resemble,verb,22.3,8.0
3115,trick,noun,22.3,5.0
3116,sequence,noun,22.3,8.0
3117,trace,verb,22.3,5.0
3118,cow,noun,22.3,3.0
3119,dependent,adjective,22.3,9.0
3120,surprise,verb,22.3,8.0
3121,mortgage,noun,22.3,8.0
3122,quarterback,noun,22.3,11.0
3123,versus,preposition,22.2,6.0
3124,detailed,adjective,22.2,8.0
3125,auto,noun,22.2,4.0
3126,yours,pronoun,22.2,5.0
3127,contest,noun,22.2,7.0
3128,purchase,noun,22.2,8.0
3129,in,conjunction,22.2,2.0
3130,appointment,noun,22.2,11.0
3131,helicopter,noun,22.2,10.0
3132,punishment,noun,22.2,10.0
3133,tennis,noun,22.2,6.0
3134,float,verb,22.2,5.0
3135,bite,verb,22.2,4.0
3136,motor,noun,22.2,5.0
3137,closer,adjective,22.2,6.0
3138,laboratory,noun,22.2,10.0
3139,waste,verb,22.1,5.0
3140,privacy,noun,22.1,7.0
3141,Catholic,noun,22.1,8.0
3142,cabin,noun,22.1,5.0
3143,cope,verb,22.1,4.0
3144,barrel,noun,22.1,6.0
3145,nerve,noun,22.1,5.0
3146,restriction,noun,22.1,11.0
3147,workshop,noun,22.1,8.0
3148,principal,noun,22.0,9.0
3149,controversial,adjective,22.0,13.0
3150,instructor,noun,22.0,10.0
3151,lifestyle,noun,22.0,9.0
3152,offensive,adjective,22.0,9.0
3153,naked,adjective,22.0,5.0
3154,painful,adjective,22.0,7.0
3155,impress,verb,22.0,7.0
3156,stroke,noun,22.0,6.0
3157,hypothesis,noun,22.0,10.0
3158,sophisticated,adjective,22.0,13.0
3159,assignment,noun,21.9,10.0
3160,discrimination,noun,21.9,14.0
3161,delay,noun,21.9,5.0
3162,flesh,noun,21.9,5.0
3163,horizon,noun,21.9,7.0
3164,gaze,noun,21.9,4.0
3165,conviction,noun,21.9,10.0
3166,girlfriend,noun,21.8,10.0
3167,undergo,verb,21.8,7.0
3168,across,adverb,21.8,6.0
3169,pine,noun,21.8,4.0
3170,manufacturing,noun,21.8,13.0
3171,wander,verb,21.8,6.0
3172,explode,verb,21.8,7.0
3173,cluster,noun,21.8,7.0
3174,brush,verb,21.8,5.0
3175,sue,verb,21.8,3.0
3176,subsequent,adjective,21.8,10.0
3177,desperate,adjective,21.8,9.0
3178,battery,noun,21.8,7.0
3179,identification,noun,21.8,14.0
3180,medication,noun,21.8,10.0
3181,ah,interjection,21.8,2.0
3182,acid,noun,21.7,4.0
3183,absorb,verb,21.7,6.0
3184,economics,noun,21.7,9.0
3185,inflation,noun,21.7,9.0
3186,consciousness,noun,21.7,13.0
3187,orange,adjective,21.7,6.0
3188,host,verb,21.7,4.0
3189,modest,adjective,21.7,6.0
3190,prompt,verb,21.6,6.0
3191,photographer,noun,21.6,12.0
3192,curious,adjective,21.6,7.0
3193,handful,noun,21.6,7.0
3194,cotton,noun,21.6,6.0
3195,demonstration,noun,21.6,13.0
3196,successfully,adverb,21.6,12.0
3197,depict,verb,21.6,6.0
3198,flame,noun,21.6,5.0
3199,valley,noun,21.6,6.0
3200,nomination,noun,21.6,10.0
3201,sense,verb,21.5,5.0
3202,standing,noun,21.5,8.0
3203,jet,noun,21.5,3.0
3204,fly,noun,21.5,3.0
3205,civilian,adjective,21.5,8.0
3206,distinct,adjective,21.5,8.0
3207,dry,verb,21.5,3.0
3208,extension,noun,21.5,9.0
3209,heritage,noun,21.5,8.0
3210,habitat,noun,21.5,7.0
3211,distinguish,verb,21.5,11.0
3212,humor,noun,21.5,5.0
3213,hungry,adjective,21.5,6.0
3214,badly,adverb,21.4,5.0
3215,powder,noun,21.4,6.0
3216,edition,noun,21.4,7.0
3217,twelve,number,21.4,6.0
3218,summit,noun,21.4,6.0
3219,colonial,adjective,21.4,8.0
3220,eager,adjective,21.4,5.0
3221,shower,noun,21.4,6.0
3222,absolute,adjective,21.4,8.0
3223,request,verb,21.4,7.0
3224,nut,noun,21.3,3.0
3225,comedy,noun,21.3,6.0
3226,pitch,noun,21.3,5.0
3227,win,noun,21.3,3.0
3228,correlation,noun,21.3,11.0
3229,complex,noun,21.3,7.0
3230,garage,noun,21.3,6.0
3231,function,verb,21.3,8.0
3232,differently,adverb,21.3,11.0
3233,ghost,noun,21.3,5.0
3234,romantic,adjective,21.2,8.0
3235,ethics,noun,21.2,6.0
3236,transformation,noun,21.2,14.0
3237,overlook,verb,21.2,8.0
3238,legitimate,adjective,21.2,10.0
3239,appoint,verb,21.2,7.0
3240,medium,noun,21.2,6.0
3241,grain,noun,21.2,5.0
3242,print,verb,21.1,5.0
3243,submit,verb,21.1,6.0
3244,okay,adjective,21.1,4.0
3245,brilliant,adjective,21.1,9.0
3246,province,noun,21.1,8.0
3247,operating,noun,21.1,9.0
3248,cookie,noun,21.1,6.0
3249,suit,verb,21.1,4.0
3250,temporary,adjective,21.0,9.0
3251,legacy,noun,21.0,6.0
3252,exhibit,verb,21.0,7.0
3253,boom,noun,21.0,4.0
3254,serving,noun,21.0,7.0
3255,mouse,noun,21.0,5.0
3256,actress,noun,21.0,7.0
3257,artistic,adjective,20.9,8.0
3258,invasion,noun,20.9,8.0
3259,adequate,adjective,20.9,8.0
3260,wound,noun,20.9,5.0
3261,cooking,noun,20.9,7.0
