id,Date,Country,Total Confirmed Cases,Total Recovered,Total Deaths
3811,Sun 10/11,Uruguay,2294,1942,50
3812,Sun 10/11,Uzbekistan,61098,58069,505
3813,Sun 10/11,Vanuatu,0,0,0
3814,Sun 10/11,Venezuela,83137,74664,697
3815,Sun 10/11,Vietnam,1109,1024,35
3816,Sun 10/11,West Bank and Gaza,44299,37942,381
3817,Sun 10/11,Western Sahara,10,8,1
3818,Sun 10/11,Yemen,2052,1329,595
3819,Sun 10/11,Zambia,15458,14599,337
3820,Sun 10/11,Zimbabwe,8011,6504,230
3821,Sun 10/18,Afghanistan,40200,33614,1492
3822,Sun 10/18,Albania,17055,10071,451
3823,Sun 10/18,Algeria,54402,38088,1856
3824,Sun 10/18,Andorra,3377,2057,59
3825,Sun 10/18,Angola,7622,3030,247
3826,Sun 10/18,Antigua and Barbuda,119,101,3
3827,Sun 10/18,Argentina,989680,803965,26267
3828,Sun 10/18,Armenia,64694,48104,1081
3829,Sun 10/18,Australia,27399,25108,905
3830,Sun 10/18,Austria,64806,49561,893
3831,Sun 10/18,Azerbaijan,44964,40037,626
3832,Sun 10/18,Bahamas,5703,3300,122
3833,Sun 10/18,Bahrain,77902,74320,300
3834,Sun 10/18,Bangladesh,388569,303972,5660
3835,Sun 10/18,Barbados,221,200,7
3836,Sun 10/18,Belarus,87698,79757,929
3837,Sun 10/18,Belgium,222253,21157,10413
3838,Sun 10/18,Belize,2813,1670,44
3839,Sun 10/18,Benin,2496,2330,41
3840,Sun 10/18,Bhutan,327,301,0
3841,Sun 10/18,Bolivia,139771,104483,8481
3842,Sun 10/18,Bosnia and Herzegovina,34112,24995,984
3843,Sun 10/18,Botswana,5242,905,20
3844,Sun 10/18,Brazil,5224362,4526393,153675
3845,Sun 10/18,Brunei,147,143,3
3846,Sun 10/18,Bulgaria,29503,16943,986
3847,Sun 10/18,Burkina Faso,2381,1774,65
3848,Sun 10/18,Burma,36025,17076,880
3849,Sun 10/18,Burundi,542,497,1
3850,Sun 10/18,Cabo Verde,7752,6526,86
3851,Sun 10/18,Cambodia,283,280,0
3852,Sun 10/18,Cameroon,21441,20117,423
3853,Sun 10/18,Canada,200804,169751,9816
3854,Sun 10/18,Central African Republic,4855,1924,62
3855,Sun 10/18,Chad,1379,1181,93
3856,Sun 10/18,Chile,491760,463943,13635
3857,Sun 10/18,China,90972,85819,4739
3858,Sun 10/18,Colombia,959572,858294,28970
3859,Sun 10/18,Comoros,502,485,7
3860,Sun 10/18,Congo (Brazzaville),5156,3887,92
3861,Sun 10/18,Congo (Kinshasa),11006,10356,302
3862,Sun 10/18,Costa Rica,95514,58816,1183
3863,Sun 10/18,Cote d'Ivoire,20323,20021,121
3864,Sun 10/18,Croatia,25580,20053,363
3865,Sun 10/18,Cuba,6220,5768,125
3866,Sun 10/18,Cyprus,2644,1444,25
3867,Sun 10/18,Czechia,173885,72134,1422
3868,Sun 10/18,Denmark,35893,29741,680
3869,Sun 10/18,Diamond Princess,712,659,13
3870,Sun 10/18,Djibouti,5459,5375,61
3871,Sun 10/18,Dominica,33,29,0
3872,Sun 10/18,Dominican Republic,121347,98207,2199
3873,Sun 10/18,Ecuador,153289,134187,12387
3874,Sun 10/18,Egypt,105424,98247,6120
3875,Sun 10/18,El Salvador,31666,27000,922
3876,Sun 10/18,Equatorial Guinea,5070,4954,83
3877,Sun 10/18,Eritrea,452,388,0
3878,Sun 10/18,Estonia,4078,3211,68
3879,Sun 10/18,Eswatini,5780,5415,116
3880,Sun 10/18,Ethiopia,89137,42649,1352
3881,Sun 10/18,Fiji,32,30,2
3882,Sun 10/18,Finland,13424,9100,351
3883,Sun 10/18,France,876342,108014,33325
3884,Sun 10/18,Gabon,8881,8430,54
3885,Sun 10/18,Gambia,3649,2649,118
3886,Sun 10/18,Georgia,17477,8060,136
3887,Sun 10/18,Germany,368671,293447,9798
3888,Sun 10/18,Ghana,47310,46618,310
3889,Sun 10/18,Greece,25370,16437,509
3890,Sun 10/18,Grenada,27,24,0
3891,Sun 10/18,Guatemala,101360,90610,3530
3892,Sun 10/18,Guinea,11518,10427,70
3893,Sun 10/18,Guinea-Bissau,2389,1782,41
3894,Sun 10/18,Guyana,3734,2654,109
3895,Sun 10/18,Haiti,8964,7213,231
3896,Sun 10/18,Holy See,27,15,0
3897,Sun 10/18,Honduras,88425,34964,2568
3898,Sun 10/18,Hungary,46290,14088,1142
3899,Sun 10/18,Iceland,4055,2804,11
3900,Sun 10/18,India,7550273,6663608,114610
3901,Sun 10/18,Indonesia,361867,285324,12511
3902,Sun 10/18,Iran,530380,427400,30375
3903,Sun 10/18,Iraq,426634,360477,10254
3904,Sun 10/18,Ireland,49962,23364,1852
3905,Sun 10/18,Israel,303109,268093,2209
3906,Sun 10/18,Italy,414241,251461,36543
3907,Sun 10/18,Jamaica,8274,3859,171
3908,Sun 10/18,Japan,93098,84461,1672
3909,Sun 10/18,Jordan,37573,6912,345
3910,Sun 10/18,Kazakhstan,109508,105001,1768
3911,Sun 10/18,Kenya,44881,31857,832
3912,Sun 10/18,"Korea, South",25275,23368,444
3913,Sun 10/18,Kosovo,16891,14661,653
3914,Sun 10/18,Kuwait,116146,107860,701
3915,Sun 10/18,Kyrgyzstan,52044,45736,1111
3916,Sun 10/18,Laos,23,22,0
3917,Sun 10/18,Latvia,3450,1329,44
3918,Sun 10/18,Lebanon,62286,28062,520
3919,Sun 10/18,Lesotho,1833,961,42
3920,Sun 10/18,Liberia,1377,1268,82
3921,Sun 10/18,Libya,48790,26889,725
3922,Sun 10/18,Liechtenstein,224,132,1
3923,Sun 10/18,Lithuania,7521,3097,113
3924,Sun 10/18,Luxembourg,10888,8468,133
3925,Sun 10/18,MS Zaandam,9,0,2
3926,Sun 10/18,Madagascar,16810,16215,238
3927,Sun 10/18,Malawi,5857,4742,181
3928,Sun 10/18,Malaysia,20498,13262,187
3929,Sun 10/18,Maldives,11210,10164,37
3930,Sun 10/18,Mali,3388,2586,132
3931,Sun 10/18,Malta,4628,3236,45
3932,Sun 10/18,Marshall Islands,0,0,0
3933,Sun 10/18,Mauritania,7608,7347,163
3934,Sun 10/18,Mauritius,417,364,10
3935,Sun 10/18,Mexico,851227,720973,86167
3936,Sun 10/18,Moldova,67050,47842,1584
3937,Sun 10/18,Monaco,265,217,2
3938,Sun 10/18,Mongolia,324,312,0
3939,Sun 10/18,Montenegro,15615,10994,236
3940,Sun 10/18,Morocco,173632,143972,2928
3941,Sun 10/18,Mozambique,10866,8513,75
3942,Sun 10/18,Namibia,12293,10422,131
3943,Sun 10/18,Nepal,132246,92166,739
3944,Sun 10/18,Netherlands,234203,5206,6811
3945,Sun 10/18,New Zealand,1886,1824,25
3946,Sun 10/18,Nicaragua,5353,4225,154
3947,Sun 10/18,Niger,1210,1126,69
3948,Sun 10/18,Nigeria,61440,56611,1125
3949,Sun 10/18,North Macedonia,23628,17239,834
3950,Sun 10/18,Norway,16457,11863,278
3951,Sun 10/18,Oman,109953,95624,1101
3952,Sun 10/18,Pakistan,323452,307409,6659
3953,Sun 10/18,Panama,124745,101041,2564
3954,Sun 10/18,Papua New Guinea,581,540,7
3955,Sun 10/18,Paraguay,54724,36068,1188
3956,Sun 10/18,Peru,865549,774356,33702
3957,Sun 10/18,Philippines,356618,310158,6652
3958,Sun 10/18,Poland,175766,92651,3573
3959,Sun 10/18,Portugal,99911,59000,2181
3960,Sun 10/18,Qatar,129431,126406,224
3961,Sun 10/18,Romania,180388,130894,5872
3962,Sun 10/18,Russia,1390824,1065608,24039
3963,Sun 10/18,Rwanda,4974,4783,34
3964,Sun 10/18,Saint Kitts and Nevis,19,19,0
3965,Sun 10/18,Saint Lucia,33,27,0
3966,Sun 10/18,Saint Vincent and the Grenadines,67,64,0
3967,Sun 10/18,San Marino,759,685,42
3968,Sun 10/18,Sao Tome and Principe,933,898,15
3969,Sun 10/18,Saudi Arabia,342202,328538,5185
3970,Sun 10/18,Senegal,15418,13814,317
3971,Sun 10/18,Serbia,36160,0,776
3972,Sun 10/18,Seychelles,149,148,0
3973,Sun 10/18,Sierra Leone,2330,1760,73
3974,Sun 10/18,Singapore,57911,57807,28
3975,Sun 10/18,Slovakia,29835,7359,88
3976,Sun 10/18,Slovenia,13142,6313,188
3977,Sun 10/18,Solomon Islands,3,0,0
3978,Sun 10/18,Somalia,3864,3089,99
3979,Sun 10/18,South Africa,703793,634543,18471
3980,Sun 10/18,South Sudan,2842,1290,55
3981,Sun 10/18,Spain,936560,150376,33775
3982,Sun 10/18,Sri Lanka,5538,3403,13
3983,Sun 10/18,Sudan,13697,6764,836
3984,Sun 10/18,Suriname,5130,4944,109
3985,Sun 10/18,Sweden,103200,0,5918
3986,Sun 10/18,Switzerland,74422,50600,2123
3987,Sun 10/18,Syria,5077,1528,248
3988,Sun 10/18,Taiwan*,535,491,7
3989,Sun 10/18,Tajikistan,10493,9511,80
3990,Sun 10/18,Tanzania,509,183,21
3991,Sun 10/18,Thailand,3691,3488,59
3992,Sun 10/18,Timor-Leste,29,28,0
3993,Sun 10/18,Togo,2057,1531,51
3994,Sun 10/18,Trinidad and Tobago,5297,3652,96
3995,Sun 10/18,Tunisia,40542,5032,626
3996,Sun 10/18,Turkey,347493,304003,9296
3997,Sun 10/18,US,8142343,3234138,220109
3998,Sun 10/18,Uganda,10590,6992,97
3999,Sun 10/18,Ukraine,307301,130338,5762
4000,Sun 10/18,United Arab Emirates,115602,107516,463
4001,Sun 10/18,United Kingdom,725292,2589,43736
4002,Sun 10/18,Uruguay,2531,2105,51
4003,Sun 10/18,Uzbekistan,63124,60080,525
4004,Sun 10/18,Vanuatu,0,0,0
4005,Sun 10/18,Venezuela,86636,79694,736
4006,Sun 10/18,Vietnam,1134,1031,35
4007,Sun 10/18,West Bank and Gaza,47135,40498,408
4008,Sun 10/18,Western Sahara,10,8,1
4009,Sun 10/18,Yemen,2056,1338,597
4010,Sun 10/18,Zambia,15853,15005,346
4011,Sun 10/18,Zimbabwe,8147,7678,231
4012,Sun 10/25,Afghanistan,40833,34129,1514
4013,Sun 10/25,Albania,19157,10654,477
4014,Sun 10/25,Algeria,56143,39095,1914
4015,Sun 10/25,Andorra,4038,2729,69
4016,Sun 10/25,Angola,9381,3508,268
4017,Sun 10/25,Antigua and Barbuda,124,108,3
4018,Sun 10/25,Argentina,1090589,894819,28896
4019,Sun 10/25,Armenia,77837,50908,1180
4020,Sun 10/25,Australia,27525,25196,905
4021,Sun 10/25,Austria,80811,57858,979
4022,Sun 10/25,Azerbaijan,49959,41279,671
4023,Sun 10/25,Bahamas,6410,3948,132
4024,Sun 10/25,Bahrain,80255,76776,312
4025,Sun 10/25,Bangladesh,398815,315107,5803
4026,Sun 10/25,Barbados,227,208,7
4027,Sun 10/25,Belarus,92823,83237,957
4028,Sun 10/25,Belgium,321031,23087,10810
4029,Sun 10/25,Belize,3145,1961,50
4030,Sun 10/25,Benin,2557,2330,41
4031,Sun 10/25,Bhutan,342,307,0
4032,Sun 10/25,Bolivia,140853,108658,8645
4033,Sun 10/25,Bosnia and Herzegovina,40893,26459,1086
4034,Sun 10/25,Botswana,5923,927,21
4035,Sun 10/25,Brazil,5394128,4526393,157134
4036,Sun 10/25,Brunei,148,143,3
4037,Sun 10/25,Bulgaria,37889,18354,1094
4038,Sun 10/25,Burkina Faso,2451,2019,65
4039,Sun 10/25,Burma,44774,24920,1095
4040,Sun 10/25,Burundi,557,511,1
4041,Sun 10/25,Cabo Verde,8396,7285,94
4042,Sun 10/25,Cambodia,287,283,0
4043,Sun 10/25,Cameroon,21570,20117,425
4044,Sun 10/25,Canada,218874,184194,9995
4045,Sun 10/25,Central African Republic,4862,1924,62
4046,Sun 10/25,Chad,1437,1268,96
4047,Sun 10/25,Chile,502063,478252,13944
4048,Sun 10/25,China,91151,86002,4739
4049,Sun 10/25,Colombia,1015885,907379,30154
4050,Sun 10/25,Comoros,517,494,7
4051,Sun 10/25,Congo (Brazzaville),5253,3887,92
4052,Sun 10/25,Congo (Kinshasa),11143,10467,305
4053,Sun 10/25,Costa Rica,103088,62037,1282
4054,Sun 10/25,Cote d'Ivoire,20470,20166,122
4055,Sun 10/25,Croatia,36380,24799,437
4056,Sun 10/25,Cuba,6566,5998,128
4057,Sun 10/25,Cyprus,3545,1882,25
4058,Sun 10/25,Czechia,258097,97381,2201
4059,Sun 10/25,Denmark,40863,32479,702
4060,Sun 10/25,Diamond Princess,712,659,13
4061,Sun 10/25,Djibouti,5536,5402,61
4062,Sun 10/25,Dominica,38,29,0
4063,Sun 10/25,Dominican Republic,124527,102651,2223
4064,Sun 10/25,Ecuador,161635,141759,12553
4065,Sun 10/25,Egypt,106540,98903,6199
4066,Sun 10/25,El Salvador,32585,28258,949
4067,Sun 10/25,Equatorial Guinea,5079,4962,83
4068,Sun 10/25,Eritrea,461,405,0
4069,Sun 10/25,Estonia,4411,3457,73
4070,Sun 10/25,Eswatini,5854,5502,116
4071,Sun 10/25,Ethiopia,93343,47543,1426
4072,Sun 10/25,Fiji,33,30,2
4073,Sun 10/25,Finland,14848,9800,353
4074,Sun 10/25,France,1084746,113698,34536
4075,Sun 10/25,Gabon,8919,8512,54
4076,Sun 10/25,Gambia,3660,2660,119
4077,Sun 10/25,Georgia,28431,10767,201
4078,Sun 10/25,Germany,437698,320004,10062
4079,Sun 10/25,Ghana,47690,46887,316
4080,Sun 10/25,Greece,30782,19749,574
4081,Sun 10/25,Grenada,28,24,0
4082,Sun 10/25,Guatemala,104787,94217,3644
4083,Sun 10/25,Guinea,11635,10474,71
4084,Sun 10/25,Guinea-Bissau,2403,1818,41
4085,Sun 10/25,Guyana,4023,2970,119
4086,Sun 10/25,Haiti,9026,7373,232
4087,Sun 10/25,Holy See,27,15,0
4088,Sun 10/25,Honduras,93214,37996,2623
4089,Sun 10/25,Hungary,59247,16242,1425
4090,Sun 10/25,Iceland,4448,3395,11
4091,Sun 10/25,India,7909959,7137228,119014
4092,Sun 10/25,Indonesia,389712,313764,13299
4093,Sun 10/25,Iran,568896,455054,32616
4094,Sun 10/25,Iraq,451707,381349,10623
4095,Sun 10/25,Ireland,57128,23364,1882
4096,Sun 10/25,Israel,309946,293109,2397
4097,Sun 10/25,Italy,525782,266203,37338
4098,Sun 10/25,Jamaica,8714,4282,188
4099,Sun 10/25,Japan,97095,88610,1716
4100,Sun 10/25,Jordan,53087,7508,579
4101,Sun 10/25,Kazakhstan,110542,105675,1796
4102,Sun 10/25,Kenya,49721,34209,902
4103,Sun 10/25,"Korea, South",25955,23905,457
4104,Sun 10/25,Kosovo,17943,15083,663
4105,Sun 10/25,Kuwait,121635,112771,746
4106,Sun 10/25,Kyrgyzstan,55750,47616,1134
4107,Sun 10/25,Laos,24,22,0
4108,Sun 10/25,Latvia,4678,1357,56
4109,Sun 10/25,Lebanon,71390,34803,565
4110,Sun 10/25,Lesotho,1940,970,43
4111,Sun 10/25,Liberia,1393,1278,82
4112,Sun 10/25,Libya,56013,30731,795
4113,Sun 10/25,Liechtenstein,365,170,1
4114,Sun 10/25,Lithuania,10184,4073,134
4115,Sun 10/25,Luxembourg,12851,9085,141
4116,Sun 10/25,MS Zaandam,9,0,2
4117,Sun 10/25,Madagascar,16968,16301,244
4118,Sun 10/25,Malawi,5890,5291,183
4119,Sun 10/25,Malaysia,26565,17134,229
4120,Sun 10/25,Maldives,11505,10524,37
4121,Sun 10/25,Mali,3490,2661,132
4122,Sun 10/25,Malta,5498,3567,51
4123,Sun 10/25,Marshall Islands,0,0,0
4124,Sun 10/25,Mauritania,7664,7385,163
4125,Sun 10/25,Mauritius,435,386,10
4126,Sun 10/25,Mexico,891160,752691,88924
4127,Sun 10/25,Moldova,71503,52290,1685
4128,Sun 10/25,Monaco,306,244,2
4129,Sun 10/25,Mongolia,339,312,0
4130,Sun 10/25,Montenegro,16797,12775,266
4131,Sun 10/25,Morocco,197481,163195,3301
4132,Sun 10/25,Mozambique,11986,9253,86
4133,Sun 10/25,Namibia,12660,10779,133
4134,Sun 10/25,Nepal,158089,111670,847
4135,Sun 10/25,Netherlands,297466,5619,7108
4136,Sun 10/25,New Zealand,1940,1841,25
4137,Sun 10/25,Nicaragua,5434,4225,155
4138,Sun 10/25,Niger,1215,1128,69
4139,Sun 10/25,Nigeria,61992,57465,1130
4140,Sun 10/25,North Macedonia,26954,18627,919
4141,Sun 10/25,Norway,17909,11863,279
4142,Sun 10/25,Oman,112932,99278,1174
4143,Sun 10/25,Pakistan,328602,311075,6739
4144,Sun 10/25,Panama,129200,105231,2633
4145,Sun 10/25,Papua New Guinea,583,545,7
4146,Sun 10/25,Paraguay,59594,39735,1309
4147,Sun 10/25,Peru,888715,803846,34149
4148,Sun 10/25,Philippines,370028,328036,6977
4149,Sun 10/25,Poland,253688,112619,4438
4150,Sun 10/25,Portugal,118686,68877,2316
4151,Sun 10/25,Qatar,131170,128099,230
4152,Sun 10/25,Romania,209648,149741,6391
4153,Sun 10/25,Russia,1503652,1132790,25875
4154,Sun 10/25,Rwanda,5066,4830,34
4155,Sun 10/25,Saint Kitts and Nevis,19,19,0
4156,Sun 10/25,Saint Lucia,54,27,0
4157,Sun 10/25,Saint Vincent and the Grenadines,73,66,0
4158,Sun 10/25,San Marino,819,716,42
4159,Sun 10/25,Sao Tome and Principe,940,902,15
4160,Sun 10/25,Saudi Arabia,344875,331330,5296
4161,Sun 10/25,Senegal,15551,14254,321
4162,Sun 10/25,Serbia,39486,0,792
4163,Sun 10/25,Seychelles,153,149,0
4164,Sun 10/25,Sierra Leone,2346,1787,74
4165,Sun 10/25,Singapore,57970,57858,28
4166,Sun 10/25,Slovakia,43843,9960,159
4167,Sun 10/25,Slovenia,22950,8424,240
4168,Sun 10/25,Solomon Islands,4,3,0
4169,Sun 10/25,Somalia,3941,3185,104
4170,Sun 10/25,South Africa,715868,646170,18968
4171,Sun 10/25,South Sudan,2883,1290,56
4172,Sun 10/25,Spain,1046132,150376,34752
4173,Sun 10/25,Sri Lanka,7872,3803,16
4174,Sun 10/25,Sudan,13742,6764,837
4175,Sun 10/25,Suriname,5170,5032,109
4176,Sun 10/25,Sweden,110594,0,5941
4177,Sun 10/25,Switzerland,103653,55800,2083
4178,Sun 10/25,Syria,5408,1753,269
4179,Sun 10/25,Taiwan*,550,502,7
4180,Sun 10/25,Tajikistan,10776,9889,81
4181,Sun 10/25,Tanzania,509,183,21
4182,Sun 10/25,Thailand,3736,3530,59
4183,Sun 10/25,Timor-Leste,29,28,0
4184,Sun 10/25,Togo,2200,1600,52
4185,Sun 10/25,Trinidad and Tobago,5511,4085,105
4186,Sun 10/25,Tunisia,48799,5032,819
4187,Sun 10/25,Turkey,361801,314390,9799
4188,Sun 10/25,US,8634322,3422878,225761
4189,Sun 10/25,Uganda,11443,7351,101
4190,Sun 10/25,Ukraine,353723,147240,6566
4191,Sun 10/25,United Arab Emirates,125123,118931,477
4192,Sun 10/25,United Kingdom,876840,2685,44986
4193,Sun 10/25,Uruguay,2851,2351,53
4194,Sun 10/25,Uzbekistan,65307,62509,549
4195,Sun 10/25,Vanuatu,0,0,0
4196,Sun 10/25,Venezuela,89565,83947,773
4197,Sun 10/25,Vietnam,1168,1057,35
4198,Sun 10/25,West Bank and Gaza,50442,43592,448
4199,Sun 10/25,Western Sahara,10,8,1
4200,Sun 10/25,Yemen,2060,1360,599
4201,Sun 10/25,Zambia,16117,15179,348
4202,Sun 10/25,Zimbabwe,8276,7797,237
4203,Sun 11/1,Afghanistan,41501,34326,1536
4204,Sun 11/1,Albania,21202,11246,518
4205,Sun 11/1,Algeria,58272,40395,1973
4206,Sun 11/1,Andorra,4825,3475,75
4207,Sun 11/1,Angola,11035,4920,286
4208,Sun 11/1,Antigua and Barbuda,128,117,3
4209,Sun 11/1,Argentina,1173533,985316,31140
4210,Sun 11/1,Armenia,92254,55827,1363
4211,Sun 11/1,Australia,27601,25352,907
4212,Sun 11/1,Austria,109881,69336,1130
4213,Sun 11/1,Azerbaijan,56444,44157,740
4214,Sun 11/1,Bahamas,6714,4422,144
4215,Sun 11/1,Bahrain,81923,78997,321
4216,Sun 11/1,Bangladesh,409252,325940,5941
4217,Sun 11/1,Barbados,237,221,7
4218,Sun 11/1,Belarus,99459,87188,985
4219,Sun 11/1,Belgium,441018,25819,11737
4220,Sun 11/1,Belize,3577,2207,59
4221,Sun 11/1,Benin,2683,2455,41
4222,Sun 11/1,Bhutan,354,325,0
4223,Sun 11/1,Bolivia,141833,111848,8731
4224,Sun 11/1,Bosnia and Herzegovina,51505,28194,1248
4225,Sun 11/1,Botswana,6642,4676,24
4226,Sun 11/1,Brazil,5545705,5022338,160074
4227,Sun 11/1,Brunei,148,143,3
4228,Sun 11/1,Bulgaria,54069,20530,1298
4229,Sun 11/1,Burkina Faso,2500,2250,67
4230,Sun 11/1,Burma,53405,34189,1258
4231,Sun 11/1,Burundi,589,511,1
4232,Sun 11/1,Cabo Verde,8848,8012,95
4233,Sun 11/1,Cambodia,292,283,0
4234,Sun 11/1,Cameroon,22103,21151,429
4235,Sun 11/1,Canada,239649,200768,10230
4236,Sun 11/1,Central African Republic,4866,1924,62
4237,Sun 11/1,Chad,1498,1324,98
4238,Sun 11/1,Chile,511864,488166,14247
4239,Sun 11/1,China,91397,86162,4739
4240,Sun 11/1,Colombia,1083321,977804,31515
4241,Sun 11/1,Comoros,545,498,7
4242,Sun 11/1,Congo (Brazzaville),5290,3887,92
4243,Sun 11/1,Congo (Kinshasa),11373,10768,308
4244,Sun 11/1,Costa Rica,109971,66719,1385
4245,Sun 11/1,Cote d'Ivoire,20716,20365,126
4246,Sun 11/1,Croatia,51495,35039,562
4247,Sun 11/1,Cuba,6935,6289,128
4248,Sun 11/1,Cyprus,4563,1882,26
4249,Sun 11/1,Czechia,341644,157418,3429
4250,Sun 11/1,Denmark,47811,35465,723
4251,Sun 11/1,Diamond Princess,712,659,13
4252,Sun 11/1,Djibouti,5563,5448,61
4253,Sun 11/1,Dominica,50,33,0
4254,Sun 11/1,Dominican Republic,127332,105289,2249
4255,Sun 11/1,Ecuador,169194,149048,12684
4256,Sun 11/1,Egypt,107736,99555,6278
4257,Sun 11/1,El Salvador,34015,29788,979
4258,Sun 11/1,Equatorial Guinea,5088,4965,83
4259,Sun 11/1,Eritrea,463,412,0
4260,Sun 11/1,Estonia,4985,3824,73
4261,Sun 11/1,Eswatini,5925,5652,117
4262,Sun 11/1,Ethiopia,96583,53452,1478
4263,Sun 11/1,Fiji,34,31,2
4264,Sun 11/1,Finland,16291,11300,358
4265,Sun 11/1,France,1458999,123664,37057
4266,Sun 11/1,Gabon,8968,8698,55
4267,Sun 11/1,Gambia,3672,3196,119
4268,Sun 11/1,Georgia,40727,25104,335
4269,Sun 11/1,Germany,544346,363545,10513
4270,Sun 11/1,Ghana,48124,47215,320
4271,Sun 11/1,Greece,40929,23074,635
4272,Sun 11/1,Grenada,28,24,0
4273,Sun 11/1,Guatemala,108104,97756,3738
4274,Sun 11/1,Guinea,12195,10589,73
4275,Sun 11/1,Guinea-Bissau,2413,1818,41
4276,Sun 11/1,Guyana,4208,3242,126
4277,Sun 11/1,Haiti,9057,7429,232
4278,Sun 11/1,Holy See,27,15,0
4279,Sun 11/1,Honduras,98212,40687,2675
4280,Sun 11/1,Hungary,79199,20078,1819
4281,Sun 11/1,Iceland,4890,3948,12
4282,Sun 11/1,India,8229313,7544798,122607
4283,Sun 11/1,Indonesia,412784,341942,13943
4284,Sun 11/1,Iran,620491,486691,35298
4285,Sun 11/1,Iraq,475288,402782,10966
4286,Sun 11/1,Ireland,62002,23364,1915
4287,Sun 11/1,Israel,314943,302709,2554
4288,Sun 11/1,Italy,709335,292380,38826
4289,Sun 11/1,Jamaica,9131,4617,208
4290,Sun 11/1,Japan,101943,92250,1776
4291,Sun 11/1,Jordan,75866,7740,866
4292,Sun 11/1,Kazakhstan,112860,106514,1825
4293,Sun 11/1,Kenya,55877,37194,1013
4294,Sun 11/1,"Korea, South",26732,24395,468
4295,Sun 11/1,Kosovo,19328,15429,678
4296,Sun 11/1,Kuwait,126534,117558,782
4297,Sun 11/1,Kyrgyzstan,58878,49983,1144
4298,Sun 11/1,Laos,24,22,0
4299,Sun 11/1,Latvia,6136,1406,74
4300,Sun 11/1,Lebanon,82617,42904,643
4301,Sun 11/1,Lesotho,1953,975,44
4302,Sun 11/1,Liberia,1426,1279,82
4303,Sun 11/1,Libya,62045,35853,871
4304,Sun 11/1,Liechtenstein,551,347,3
4305,Sun 11/1,Lithuania,15719,4883,166
4306,Sun 11/1,Luxembourg,17134,10081,152
4307,Sun 11/1,MS Zaandam,9,0,2
4308,Sun 11/1,Madagascar,17111,16409,244
4309,Sun 11/1,Malawi,5932,5323,184
4310,Sun 11/1,Malaysia,32505,22220,249
4311,Sun 11/1,Maldives,11701,10883,38
4312,Sun 11/1,Mali,3565,2758,136
4313,Sun 11/1,Malta,6182,4286,64
4314,Sun 11/1,Marshall Islands,2,0,0
4315,Sun 11/1,Mauritania,7704,7437,163
4316,Sun 11/1,Mauritius,446,407,10
4317,Sun 11/1,Mexico,929392,786516,91895
4318,Sun 11/1,Moldova,76582,56312,1800
4319,Sun 11/1,Monaco,366,274,2
4320,Sun 11/1,Mongolia,349,313,0
4321,Sun 11/1,Montenegro,18714,14216,313
4322,Sun 11/1,Morocco,222544,184313,3762
4323,Sun 11/1,Mozambique,12988,10439,93
4324,Sun 11/1,Namibia,12988,11038,133
4325,Sun 11/1,Nepal,173567,134842,960
4326,Sun 11/1,Netherlands,366351,5908,7498
4327,Sun 11/1,New Zealand,1963,1857,25
4328,Sun 11/1,Nicaragua,5514,4225,156
4329,Sun 11/1,Niger,1221,1141,69
4330,Sun 11/1,Nigeria,62964,58790,1146
4331,Sun 11/1,North Macedonia,32436,21090,1004
4332,Sun 11/1,Norway,20635,11863,282
4333,Sun 11/1,Oman,115734,105700,1246
4334,Sun 11/1,Pakistan,335093,315016,6835
4335,Sun 11/1,Panama,134336,111634,2706
4336,Sun 11/1,Papua New Guinea,589,575,7
4337,Sun 11/1,Paraguay,63731,43403,1418
4338,Sun 11/1,Peru,902503,825197,34476
4339,Sun 11/1,Philippines,383113,348760,7238
4340,Sun 11/1,Poland,379902,146595,5783
4341,Sun 11/1,Portugal,144341,81771,2544
4342,Sun 11/1,Qatar,132720,129784,232
4343,Sun 11/1,Romania,246663,175975,7067
4344,Sun 11/1,Russia,1624648,1218619,28026
4345,Sun 11/1,Rwanda,5146,4921,35
4346,Sun 11/1,Saint Kitts and Nevis,19,19,0
4347,Sun 11/1,Saint Lucia,84,28,0
4348,Sun 11/1,Saint Vincent and the Grenadines,75,70,0
4349,Sun 11/1,San Marino,928,721,42
4350,Sun 11/1,Sao Tome and Principe,949,904,16
4351,Sun 11/1,Saudi Arabia,347656,334236,5420
4352,Sun 11/1,Senegal,15630,14958,325
4353,Sun 11/1,Serbia,48403,0,826
4354,Sun 11/1,Seychelles,153,149,0
4355,Sun 11/1,Sierra Leone,2366,1802,74
4356,Sun 11/1,Singapore,58019,57924,28
4357,Sun 11/1,Slovakia,59946,12798,219
4358,Sun 11/1,Slovenia,35649,12785,363
4359,Sun 11/1,Solomon Islands,8,4,0
4360,Sun 11/1,Somalia,3941,3185,104
4361,Sun 11/1,South Africa,726823,655330,19411
4362,Sun 11/1,South Sudan,2926,1290,59
4363,Sun 11/1,Spain,1185678,150376,35878
4364,Sun 11/1,Sri Lanka,11060,4905,21
4365,Sun 11/1,Sudan,13819,6764,837
4366,Sun 11/1,Suriname,5210,5066,111
4367,Sun 11/1,Sweden,124355,0,5980
4368,Sun 11/1,Switzerland,154251,65200,2326
4369,Sun 11/1,Syria,5789,2021,292
4370,Sun 11/1,Taiwan*,558,518,7
4371,Sun 11/1,Tajikistan,11054,10283,82
