id,State,Year,NationalRank,FemaleSenateDemocrats,FemaleSenateRepublicans,FemaleSenateIndependents,FemaleSenateOther,FemaleSenateTotal,TotalSenateMembers,FemaleHouseDemocrats,FemaleHouseRepublicans,FemaleHouseIndependents,FemaleHouseOther,FemaleHouseTotal,TotalHouseMembers,TotalFemalesinLegislature,TotalLegislatureMembers,PercentageOfFemalesInLegislature
314,Indiana,2013,34,3,5,0,0,8,50,12,11,0,0,23,100,31,150,20.7
315,Iowa,2013,27,6,4,0,0,10,50,19,6,0,0,25,100,35,150,23.3
316,Kansas,2013,25,4,8,0,0,12,40,15,12,0,0,27,125,39,165,23.6
317,Kentucky,2013,40,2,4,0,0,6,38,10,8,0,0,18,100,24,138,17.4
318,Louisiana,2013,50,3,1,0,0,4,39,9,4,0,0,13,105,17,144,11.8
319,Maine,2013,10,8,0,0,0,8,35,34,13,0,0,47,151,55,186,29.6
320,Maryland,2013,8,10,1,0,0,11,47,34,12,0,0,46,141,57,188,30.3
321,Massachusetts,2013,24,12,0,0,0,12,40,32,7,0,0,39,160,51,200,25.5
322,Michigan,2013,36,2,2,0,0,4,38,16,8,0,0,24,110,28,148,18.9
323,Minnesota,2013,4,15,8,0,0,23,67,28,17,0,0,45,134,68,201,33.8
324,Mississippi,2013,38,2,6,0,0,8,52,16,7,0,0,23,122,31,174,17.8
325,Missouri,2013,31,5,0,0,0,5,34,19,19,0,0,38,163,43,197,21.8
326,Montana,2013,17,5,5,0,0,10,50,23,8,0,0,31,100,41,150,27.3
327,Nebraska*,2013,35,0,0,0,0,10,49,0,0,0,0,0,0,10,49,20.4
328,Nevada,2013,13,3,1,0,0,4,21,12,2,0,0,14,42,18,63,28.6
329,New Hampshire,2013,5,6,3,0,0,9,24,99,34,0,0,133,400,142,424,33.5
330,New Jersey,2013,12,8,3,0,0,11,40,15,9,0,0,24,80,35,120,29.2
331,New Mexico,2013,16,3,3,0,0,6,42,15,10,0,0,25,70,31,112,27.7
332,New York,2013,30,6,4,0,0,10,63,32,5,0,0,37,150,47,213,22.1
333,North Carolina,2013,31,3,4,0,0,7,50,17,13,0,0,30,120,37,170,21.8
334,North Dakota,2013,41,3,5,0,0,8,47,7,9,0,0,16,94,24,141,17
335,Ohio,2013,26,5,3,0,0,8,33,11,12,0,0,23,99,31,132,23.5
336,Oklahoma,2013,48,2,2,0,0,4,48,5,11,0,0,16,101,20,149,13.4
337,Oregon,2013,15,5,2,0,0,7,30,13,5,0,0,18,60,25,90,27.8
338,Pennsylvania,2013,38,5,3,0,0,8,50,16,21,0,0,37,203,45,253,17.8
339,Rhode Island,2013,19,9,0,0,0,9,38,19,2,0,0,21,75,30,113,26.5
340,South Carolina,2013,49,0,1,0,0,1,46,11,10,0,0,21,124,22,170,12.9
341,South Dakota,2013,28,1,5,0,0,6,35,6,12,0,0,18,70,24,105,22.9
342,Tennessee,2013,43,3,4,0,0,7,33,7,8,0,0,15,99,22,132,16.7
343,Texas,2013,33,4,3,0,0,7,31,16,15,0,0,31,150,38,181,21
344,Utah,2013,46,3,2,0,0,5,29,8,4,0,0,12,75,17,104,16.3
345,Vermont,2013,1,7,2,0,0,9,30,49,12,0,0,65,150,74,180,41.1
346,Virginia,2013,37,5,1,0,0,6,40,12,7,0,0,19,100,25,140,17.9
347,Washington,2013,6,10,8,0,0,18,49,20,9,0,0,29,98,47,147,32
348,West Virginia,2013,45,0,1,0,0,1,34,11,10,0,0,21,100,22,134,16.4
349,Wisconsin,2013,20,5,4,0,0,9,33,17,8,0,0,25,99,34,132,25.8
350,Wyoming,2013,43,1,1,0,0,2,30,2,11,0,0,13,60,15,90,16.7
351,Alabama,2012,47,4,0,1,0,5,35,9,5,0,0,14,105,19,140,13.6
352,Alaska,2012,21,1,0,3,0,4,20,4,7,0,0,11,40,15,60,25
353,Arizona,2012,4,4,7,0,0,11,30,7,12,0,0,19,60,30,90,33.3
354,Arkansas,2012,31,5,3,0,0,8,35,11,11,0,0,22,100,30,135,22.2
355,California,2012,13,9,3,0,0,12,40,16,6,0,0,22,80,34,120,28.3
356,Colorado,2012,1,14,3,0,0,17,35,14,9,0,0,23,65,40,100,40
357,Connecticut,2012,9,8,1,0,0,9,36,32,15,0,0,47,151,56,187,29.9
358,Deleware,2012,17,4,3,0,0,7,21,7,2,0,0,9,41,16,62,25.8
359,Florida,2012,19,7,7,0,0,14,40,12,15,0,0,27,120,41,160,25.6
360,Georgia,2012,27,8,1,0,0,9,56,30,17,0,0,47,180,56,236,23.7
361,Hawaii,2012,3,9,0,0,0,9,25,14,4,0,0,18,51,27,76,35.5
362,Idaho,2012,15,3,6,0,0,9,35,8,12,0,0,20,70,29,105,27.6
363,Illinois,2012,7,10,6,0,0,16,59,28,11,0,0,42,118,55,177,31.1
364,Indiana,2012,33,4,7,0,0,11,50,11,10,0,0,21,100,32,150,21.3
365,Iowa,2012,33,4,4,0,0,8,50,16,8,0,0,24,100,32,150,21.3
366,Kansas,2012,16,4,8,0,0,12,40,14,19,0,0,33,125,45,165,27.3
367,Kentucky,2012,38,3,3,0,0,6,38,11,9,0,0,20,100,26,138,18.8
368,Louisiana,2012,49,3,1,0,0,4,39,9,3,0,0,12,105,16,144,11.1
369,Maine,2012,11,5,3,0,0,8,35,27,19,0,0,46,151,54,186,29
370,Maryland,2012,8,10,1,0,0,11,47,35,12,0,0,47,141,58,188,30.9
371,Massachusetts,2012,24,11,0,0,0,11,40,32,6,0,0,38,160,49,200,24.5
372,Michigan,2012,36,2,2,0,0,4,38,16,11,0,0,27,110,31,148,20.9
373,Minnesota,2012,5,11,10,0,0,21,67,27,18,0,0,45,134,66,201,32.8
374,Mississippi,2012,44,1,6,0,0,7,52,15,6,0,0,21,122,28,174,16.1
375,Missouri,2012,27,4,2,0,0,6,34,23,18,0,0,41,163,47,197,23.9
376,Montana,2012,26,6,2,0,0,8,50,19,9,0,0,28,100,36,150,24
377,Nebraska*,2012,30,0,0,0,0,11,49,0,0,0,0,0,0,11,49,22.4
378,Nevada,2012,20,3,1,0,0,4,21,11,1,0,0,12,42,16,63,25.4
379,New Hampshire,2012,23,3,3,0,0,6,24,40,58,0,0,98,400,104,424,24.5
380,New Jersey,2012,10,8,3,0,0,11,40,15,9,0,0,24,80,35,120,29.2
381,New Mexico,2012,14,9,2,0,0,11,42,12,8,0,0,20,70,31,112,27.7
382,New York,2012,31,8,3,0,0,11,63,29,7,0,0,36,150,47,213,22.2
383,North Carolina,2012,22,3,3,0,0,6,50,23,13,0,0,36,120,42,170,24.7
384,North Dakota,2012,45,3,4,0,0,7,47,3,12,0,0,15,94,22,141,15.6
385,Ohio,2012,29,5,3,0,0,8,33,12,11,0,0,23,99,31,132,23.5
386,Oklahoma,2012,48,3,2,0,0,5,48,4,10,0,0,14,101,19,149,12.8
387,Oregon,2012,12,7,2,0,0,9,30,12,5,0,0,17,60,26,90,28.9
388,Pennsylvania,2012,42,5,5,0,0,10,50,14,19,0,0,33,203,43,253,17
389,Rhode Island,2012,18,9,1,0,0,10,38,17,2,0,0,19,75,29,113,25.7
390,South Carolina,2012,50,0,0,0,0,0,46,8,9,0,0,17,124,17,170,10
391,South Dakota,2012,37,1,6,0,0,7,35,4,10,0,0,14,70,21,105,20
392,Tennessee,2012,39,4,3,0,0,7,33,11,6,0,0,17,99,24,132,18.2
393,Texas,2012,35,3,3,0,0,6,31,13,19,0,0,32,150,38,181,21
394,Utah,2012,43,4,1,0,0,5,29,8,4,0,0,12,75,17,104,16.3
395,Vermont,2012,2,9,2,0,0,11,30,44,11,0,0,59,150,70,180,38.9
396,Virginia,2012,41,5,1,0,0,6,40,11,7,0,0,18,100,24,140,17.1
397,Washington,2012,6,12,6,0,0,18,49,19,10,0,0,29,98,47,147,32
398,West Virginia,2012,40,0,2,0,0,2,34,15,7,0,0,22,100,24,134,17.9
399,Wisconsin,2012,25,5,4,0,0,9,33,16,7,0,0,23,99,32,132,24.2
400,Wyoming,2012,45,0,1,0,0,1,30,3,10,0,0,13,60,14,90,15.6
401,Alabama,2011,48,4,0,1,0,5,35,9,5,0,0,14,105,19,140,13.6
402,Alaska,2011,27,1,0,3,0,4,20,4,6,0,0,10,40,14,60,23.3
403,Arizona,2011,3,5,6,0,0,11,30,7,13,0,0,20,60,31,90,34.4
404,Arkansas,2011,31,5,3,0,0,8,35,12,10,0,0,22,100,30,135,22.2
405,California,2011,12,9,3,0,0,12,40,16,6,0,0,22,80,34,120,28.3
406,Colorado,2011,1,14,3,0,0,17,35,15,9,0,0,24,65,41,100,41
407,Connecticut,2011,9,8,1,0,0,9,36,32,15,0,0,47,151,56,187,29.9
408,Deleware,2011,18,4,3,0,0,7,21,7,2,0,0,9,41,16,62,25.8
409,Florida,2011,21,7,7,0,0,14,40,11,15,0,0,27,120,41,160,25.6
410,Georgia,2011,26,8,1,0,0,9,56,30,17,0,0,47,180,56,236,23.7
411,Hawaii,2011,4,9,0,0,0,9,25,13,4,0,0,17,51,26,76,34.2
412,Idaho,2011,15,3,6,0,0,9,35,8,12,0,0,20,70,29,105,27.6
413,Illinois,2011,7,10,6,0,0,16,59,28,11,0,0,39,118,55,177,31.1
414,Indiana,2011,32,4,7,0,0,11,50,11,10,0,0,21,100,32,150,21.3
415,Iowa,2011,32,4,4,0,0,8,50,16,8,0,0,24,100,32,150,21.3
416,Kansas,2011,16,4,8,0,0,12,40,14,19,0,0,33,125,45,165,27.3
417,Kentucky,2011,39,3,3,0,0,6,38,11,9,0,0,20,100,26,138,18.8
418,Louisiana,2011,44,6,2,0,0,8,39,11,4,0,0,15,105,23,144,16
419,Maine,2011,10,5,3,0,0,8,35,27,19,0,0,46,151,54,186,29
420,Maryland,2011,8,10,1,0,0,11,47,35,12,0,0,47,141,58,188,30.9
421,Massachusetts,2011,23,11,0,0,0,11,40,32,6,0,0,38,160,49,200,24.5
422,Michigan,2011,36,2,2,0,0,4,38,16,11,0,0,27,110,31,148,20.9
423,Minnesota,2011,6,9,10,0,0,19,67,26,18,0,0,44,134,63,201,31.3
424,Mississippi,2011,45,3,2,0,0,5,52,17,4,0,0,21,122,26,174,14.9
425,Missouri,2011,25,4,2,0,0,6,34,22,18,1,0,41,163,47,197,23.9
426,Montana,2011,24,6,2,0,0,8,50,19,9,0,0,28,100,36,150,24
427,Nebraska*,2011,29,0,0,0,0,11,49,0,0,0,0,0,0,11,49,22.4
428,Nevada,2011,11,4,2,0,0,6,21,11,1,0,0,12,42,18,63,28.6
429,New Hampshire,2011,22,3,3,0,0,6,24,40,59,0,0,99,400,105,424,24.8
430,New Jersey,2011,12,7,3,0,0,10,40,15,9,0,0,24,80,34,120,28.3
431,New Mexico,2011,17,8,2,0,0,10,42,12,8,0,0,20,70,30,112,26.8
432,New York,2011,34,8,3,0,0,11,62,27,7,0,0,34,150,45,212,21.2
433,North Carolina,2011,29,3,3,0,0,6,50,22,10,0,0,32,120,38,170,22.4
434,North Dakota,2011,45,3,3,0,0,6,47,3,12,0,0,15,94,21,141,14.9
435,Ohio,2011,28,5,3,0,0,8,33,12,10,0,0,22,99,30,132,22.7
436,Oklahoma,2011,49,3,1,0,0,4,48,4,11,0,0,15,101,19,149,12.8
437,Oregon,2011,14,6,2,0,0,8,30,12,5,0,0,17,60,25,90,27.8
438,Pennsylvania,2011,42,5,6,0,0,11,50,14,19,0,0,33,203,44,253,17.4
439,Rhode Island,2011,20,9,1,0,0,10,38,17,2,0,0,19,75,29,113,25.7
440,South Carolina,2011,50,0,0,0,0,0,46,8,8,0,0,16,124,16,170,9.4
441,South Dakota,2011,37,6,1,0,0,7,35,4,9,1,0,14,70,21,105,20
442,Tennessee,2011,40,4,3,0,0,7,33,11,6,0,0,17,99,24,132,18.2
443,Texas,2011,35,3,3,0,0,6,31,14,18,0,0,32,150,38,181,21
444,Utah,2011,43,4,1,0,0,5,29,8,5,0,0,13,75,18,104,17.3
445,Vermont,2011,2,9,2,0,0,11,30,43,11,0,0,58,150,69,180,38.3
446,Virginia,2011,38,7,1,0,0,8,40,13,6,0,0,19,100,27,140,19.3
447,Washington,2011,5,12,6,0,0,18,49,19,10,0,0,29,98,47,147,32
448,West Virginia,2011,41,0,2,0,0,2,34,15,7,0,0,22,100,24,134,17.9
449,Wisconsin,2011,19,5,5,0,0,10,33,16,8,0,0,24,99,34,132,25.8
450,Wyoming,2011,47,0,1,0,0,1,30,3,9,0,0,12,60,13,90,14.4
451,Alabama,2010,48,4,0,1,0,5,35,10,3,0,0,13,105,18,140,12.9
452,Alaska,2010,34,1,0,2,0,3,20,4,6,0,0,10,40,13,60,21.7
453,Arizona,2010,7,7,4,0,0,11,30,9,9,0,0,18,60,29,90,32.2
454,Arkansas,2010,28,4,2,0,0,6,35,16,9,0,0,25,100,31,135,23
455,California,2010,17,11,1,0,0,12,40,16,4,0,0,20,80,32,120,26.7
456,Colorado,2010,1,12,1,0,0,13,35,19,6,0,0,25,65,38,100,38
457,Connecticut,2010,8,7,1,0,0,8,36,40,12,0,0,52,151,60,187,32.1
458,Deleware,2010,20,5,3,0,0,8,21,5,3,0,0,8,41,16,62,25.8
459,Florida,2010,25,5,4,0,0,9,40,15,14,0,0,29,120,38,160,23.8
460,Georgia,2010,38,7,1,0,0,8,56,27,11,0,0,38,180,46,236,19.5
461,Hawaii,2010,5,7,0,0,0,7,25,13,5,0,0,18,51,25,76,32.9
462,Idaho,2010,21,4,5,0,0,9,35,11,7,0,0,18,70,27,105,25.7
463,Illinois,2010,16,10,3,0,0,13,59,25,12,0,0,37,118,50,177,28.2
464,Indiana,2010,35,6,6,0,0,12,50,13,7,0,0,20,100,32,150,21.3
465,Iowa,2010,27,6,3,0,0,9,50,20,6,0,0,26,100,35,150,23.3
466,Kansas,2010,12,5,9,0,0,14,40,21,15,0,0,36,125,50,165,30.3
467,Kentucky,2010,45,3,4,0,0,7,38,11,4,0,0,15,100,22,138,15.9
468,Louisiana,2010,44,6,2,0,0,8,39,11,4,0,0,15,105,23,144,16
469,Maine,2010,13,6,2,0,0,8,35,36,10,0,0,46,151,54,186,29
470,Maryland,2010,10,9,1,0,0,10,47,38,11,0,0,49,141,59,188,31.4
471,Massachusetts,2010,22,12,0,0,0,12,40,36,3,0,0,39,160,51,200,25.5
472,Michigan,2010,23,6,3,0,0,9,38,22,6,0,0,28,110,37,148,25
473,Minnesota,2010,4,19,8,0,0,27,67,33,10,0,0,43,134,70,201,34.8
474,Mississippi,2010,47,3,1,0,0,4,52,17,4,0,0,21,122,25,174,14.4
475,Missouri,2010,29,5,3,0,0,8,34,26,10,0,0,36,163,44,197,22.3
476,Montana,2010,18,8,2,0,0,10,50,23,6,0,0,29,100,39,150,26
477,Nebraska*,2010,36,0,0,0,0,10,49,0,0,0,0,0,0,10,49,20.4
478,Nevada,2010,9,6,1,0,0,7,21,11,2,0,0,13,42,20,63,31.7
479,New Hampshire,2010,3,11,2,0,0,13,24,101,42,0,0,143,400,156,424,36.8
480,New Jersey,2010,15,7,3,0,0,10,40,16,8,0,0,24,80,34,120,28.3
481,New Mexico,2010,11,8,3,0,0,11,42,13,10,0,0,23,70,34,112,30.4
482,New York,2010,24,8,2,0,0,10,62,35,6,0,0,41,150,51,212,24.1
483,North Carolina,2010,19,4,2,0,0,6,50,26,12,0,0,38,120,44,170,25.9
484,North Dakota,2010,43,4,2,0,0,6,47,7,10,0,0,17,94,23,141,16.3
485,Ohio,2010,32,5,2,0,0,7,33,17,5,0,0,22,99,29,132,22
486,Oklahoma,2010,49,5,0,0,0,5,48,3,9,0,0,12,101,17,149,11.4
487,Oregon,2010,14,8,2,0,0,10,30,13,3,0,0,16,60,26,90,28.9
488,Pennsylvania,2010,46,4,6,0,0,10,50,11,18,0,0,29,203,39,253,15.4
489,Rhode Island,2010,30,8,0,0,0,8,38,17,0,0,0,17,75,25,113,22.1
490,South Carolina,2010,50,0,0,0,0,0,46,8,9,0,0,17,124,17,170,10
491,South Dakota,2010,37,6,1,0,0,7,35,5,9,0,0,14,70,21,105,20
492,Tennessee,2010,40,4,4,0,0,8,33,12,5,0,0,17,99,25,132,18.9
493,Texas,2010,25,3,3,0,0,6,31,24,13,0,0,37,150,43,181,23.8
494,Utah,2010,30,4,1,0,0,5,29,11,7,0,0,18,75,23,104,22.1
495,Vermont,2010,2,9,2,0,0,11,30,42,10,0,0,56,150,67,180,37.2
496,Virginia,2010,39,7,1,0,0,8,40,13,6,0,0,19,100,27,140,19.3
497,Washington,2010,6,13,6,0,0,19,49,21,8,0,0,29,98,48,147,32.7
498,West Virginia,2010,42,0,2,0,0,2,34,15,5,0,0,20,100,22,134,16.4
499,Wisconsin,2010,32,4,3,0,0,7,33,16,6,0,0,22,99,29,132,22
500,Wyoming,2010,41,2,0,0,0,2,30,6,7,0,0,13,60,15,90,16.7
501,Alabama,2009,48,4,1,0,0,5,35,10,3,0,0,13,105,18,140,12.9
502,Alaska,2009,32,1,0,2,0,3,20,4,6,0,0,10,40,13,60,21.7
503,Arizona,2009,9,7,5,0,0,12,30,9,7,0,0,16,60,28,90,31.1
504,Arkansas,2009,28,4,2,0,0,6,35,16,9,0,0,25,100,31,135,23
505,California,2009,16,12,1,0,0,13,40,16,4,0,0,20,80,33,120,27.5
506,Colorado,2009,3,11,1,0,0,12,35,19,6,0,0,25,65,37,100,37
507,Connecticut,2009,8,7,1,0,0,8,36,40,11,0,0,51,151,59,187,31.6
508,Deleware,2009,21,5,3,0,0,8,21,5,3,0,0,8,41,16,62,25.8
509,Florida,2009,27,5,4,0,0,9,40,14,14,0,0,28,120,37,160,623.1
510,Georgia,2009,38,7,1,0,0,8,56,27,11,0,0,38,180,46,236,19.55
511,Hawaii,2009,5,7,0,0,0,7,25,13,5,0,0,18,51,25,76,32.9
512,Idaho,2009,23,3,5,0,0,8,35,11,7,0,0,18,70,26,105,24.8
513,Illinois,2009,15,10,3,0,0,13,59,25,11,0,0,36,118,49,177,27.7
514,Indiana,2009,33,6,6,0,0,12,50,13,7,0,0,20,100,32,150,21.3
515,Iowa,2009,26,6,3,0,0,9,50,20,6,0,0,26,100,35,150,23.3
516,Kansas,2009,13,5,8,0,0,13,40,20,15,0,0,35,125,48,165,29.1
517,Kentucky,2009,45,3,4,0,0,7,38,11,4,0,0,15,100,22,138,15.9
518,Louisiana,2009,44,6,2,0,0,8,39,11,4,0,0,15,105,23,144,16
519,Maine,2009,14,6,2,0,0,8,35,36,10,0,0,46,151,54,186,29
520,Maryland,2009,10,9,1,0,0,10,47,38,10,0,0,48,141,58,188,30.9
521,Massachusetts,2009,18,12,0,0,0,12,40,37,3,0,0,40,160,52,200,26
522,Michigan,2009,22,6,3,0,0,9,38,22,6,0,0,28,110,37,148,25
523,Minnesota,2009,4,19,8,0,0,27,67,33,10,0,0,43,134,70,201,34.8
524,Mississippi,2009,47,3,1,0,0,4,52,17,4,0,0,21,122,25,174,14.4
525,Missouri,2009,33,5,3,0,0,8,34,25,9,0,0,34,163,42,197,21.3
526,Montana,2009,18,8,2,0,0,10,50,23,6,0,0,29,100,39,150,26
527,Nebraska*,2009,36,0,0,0,0,10,49,0,0,0,0,0,0,10,49,20.4
528,Nevada,2009,7,6,1,0,0,7,21,11,2,0,0,13,42,20,63,31.7
529,New Hampshire,2009,1,11,2,0,0,13,24,103,43,0,0,146,400,159,424,37.5
530,New Jersey,2009,12,6,2,0,0,8,40,19,9,0,0,28,80,36,120,30
531,New Mexico,2009,11,8,3,0,0,11,42,13,10,0,0,23,70,34,112,30.4
532,New York,2009,24,8,2,0,0,10,62,36,6,0,0,42,150,52,212,24.5
533,North Carolina,2009,20,4,2,0,0,6,50,26,12,0,0,38,120,44,170,25.9
534,North Dakota,2009,43,4,2,0,0,6,47,7,10,0,0,17,94,23,141,16.3
535,Ohio,2009,35,5,2,0,0,7,33,16,5,0,0,21,99,28,132,21.2
536,Oklahoma,2009,49,5,0,0,0,5,48,3,9,0,0,12,101,17,149,11.4
537,Oregon,2009,17,8,1,0,0,9,30,12,3,0,0,15,60,24,90,26.7
538,Pennsylvania,2009,46,4,6,0,0,10,50,11,16,0,0,27,203,37,253,14.6
539,Rhode Island,2009,29,8,0,0,0,8,38,17,0,0,0,17,75,25,113,22.1
540,South Carolina,2009,50,0,0,0,0,0,46,9,8,0,0,17,124,17,170,10
541,South Dakota,2009,37,6,1,0,0,7,35,5,9,0,0,14,70,21,105,20
542,Tennessee,2009,39,4,4,0,0,8,33,11,5,0,0,16,99,24,132,18.2
543,Texas,2009,25,3,3,0,0,6,31,24,13,0,0,37,150,43,181,23.8
544,Utah,2009,29,4,1,0,0,5,29,11,7,0,0,18,75,23,104,22.1
545,Vermont,2009,2,9,1,0,0,10,30,42,11,0,0,57,150,67,180,37.2
546,Virginia,2009,40,7,1,0,0,8,40,12,4,0,0,16,100,24,140,17.1
547,Washington,2009,6,13,6,0,0,19,49,22,7,0,0,29,98,48,147,32.7
548,West Virginia,2009,42,0,2,0,0,2,34,15,5,0,0,20,100,22,134,16.4
549,Wisconsin,2009,31,4,3,0,0,7,33,16,6,0,0,22,99,29,132,22
550,Wyoming,2009,41,2,0,0,0,2,30,6,7,0,0,13,60,15,90,16.7
551,Alabama,2008,48,3,1,0,0,4,35,11,3,0,0,14,105,18,140,12.9
552,Alaska,2008,28,1,0,2,0,3,20,6,4,0,0,10,40,13,60,21.7
553,Arizona,2008,6,8,6,0,0,14,30,9,8,0,0,17,60,31,90,34.4
554,Arkansas,2008,29,4,2,0,0,6,35,18,4,0,0,22,100,28,135,20.7
555,California,2008,17,10,0,0,0,10,40,17,6,0,0,23,80,33,120,27.5
556,Colorado,2008,2,9,1,0,0,10,35,21,5,0,0,26,65,36,100,36
557,Connecticut,2008,16,7,1,0,0,8,36,31,14,0,0,45,151,53,187,28.3
558,Deleware,2008,11,4,3,0,0,7,21,7,5,0,0,12,41,19,62,30.6
559,Florida,2008,25,6,4,0,0,10,40,16,11,0,0,27,120,37,160,23.1
560,Georgia,2008,31,6,2,0,0,8,56,29,10,0,0,39,180,47,236,19.9
561,Hawaii,2008,7,7,0,0,0,7,25,11,7,0,0,18,51,25,76,32.9
562,Idaho,2008,22,2,4,0,0,6,35,12,7,0,0,19,70,25,105,23.8
563,Illinois,2008,18,10,3,0,0,13,59,23,12,0,0,35,118,48,177,27.1
564,Indiana,2008,36,6,6,0,0,12,50,10,6,0,0,16,100,28,150,18.7
565,Iowa,2008,26,3,3,0,0,6,50,19,9,0,0,28,100,34,150,22.7
566,Kansas,2008,15,4,9,0,0,13,40,19,16,0,0,35,125,48,165,29.1
567,Kentucky,2008,47,1,4,0,0,5,38,10,3,0,0,13,100,18,138,13
568,Louisiana,2008,43,6,2,0,0,8,39,10,4,0,0,14,105,22,144,15.3
569,Maine,2008,10,7,5,0,0,12,35,35,11,0,0,46,151,58,186,31.2
570,Maryland,2008,9,9,2,0,0,11,47,38,10,0,0,48,141,59,188,31.4
571,Massachusetts,2008,20,12,0,0,0,12,40,34,4,0,0,38,160,50,200,25
572,Michigan,2008,32,6,3,0,0,9,38,16,4,0,0,20,110,29,148,19.6
573,Minnesota,2008,5,19,8,0,0,27,67,35,8,0,0,43,134,70,201,34.8
574,Mississippi,2008,45,3,1,0,0,4,52,17,4,0,0,21,122,25,174,14.4
575,Missouri,2008,30,5,2,0,0,7,34,23,10,0,0,33,163,40,197,20.3
576,Montana,2008,21,8,1,0,0,9,50,20,8,0,0,28,100,37,150,24.7
577,Nebraska*,2008,37,0,0,0,0,9,49,0,0,0,0,0,0,9,49,18.4
578,Nevada,2008,13,5,1,0,0,6,21,10,3,0,0,13,42,19,63,30.2
579,New Hampshire,2008,3,9,1,0,0,10,24,99,40,1,0,140,400,150,424,35.4
580,New Jersey,2008,14,7,2,0,0,9,40,18,8,0,0,26,80,35,120,29.2
581,New Mexico,2008,12,8,4,0,0,12,42,10,12,0,0,22,70,34,112,30.4
582,New York,2008,23,8,3,0,0,11,62,34,5,0,0,39,150,50,212,23.6
583,North Carolina,2008,19,6,1,0,0,7,50,26,12,0,0,38,120,45,170,26.5
584,North Dakota,2008,41,4,2,0,0,6,47,7,11,0,0,18,94,24,141,17
585,Ohio,2008,38,5,1,0,0,6,33,12,6,0,0,18,99,24,132,18.2
586,Oklahoma,2008,49,6,1,0,0,7,48,3,9,0,0,12,101,19,149,12.8
587,Oregon,2008,8,8,1,1,0,10,30,11,8,0,0,19,60,29,90,32.2
588,Pennsylvania,2008,44,5,5,0,0,10,50,11,16,0,0,27,203,37,253,14.6
589,Rhode Island,2008,33,6,1,0,0,7,38,13,2,0,0,15,75,22,113,19.5
590,South Carolina,2008,50,1,1,0,0,2,46,8,5,0,0,13,124,15,170,8.8
591,South Dakota,2008,40,4,1,0,0,5,35,3,10,0,0,13,70,18,105,17.1
592,Tennessee,2008,39,5,3,0,0,8,33,10,5,0,0,15,99,23,132,17.4
593,Texas,2008,35,2,2,0,0,4,31,18,12,0,0,30,150,34,181,18.8
594,Utah,2008,34,2,2,0,0,4,29,9,7,0,0,16,75,20,104,19.2
595,Vermont,2008,1,9,1,0,0,10,30,41,15,0,0,59,150,69,180,38.3
596,Virginia,2008,42,7,1,0,0,8,40,10,5,0,0,15,100,23,140,16.4
597,Washington,2008,3,15,5,0,0,20,49,23,9,0,0,32,98,52,147,35.4
598,West Virginia,2008,46,0,2,0,0,2,34,12,5,0,0,17,100,19,134,14.2
599,Wisconsin,2008,27,4,3,0,0,7,33,13,9,0,0,22,99,29,132,22
600,Wyoming,2008,24,3,1,0,0,4,30,8,9,0,0,17,60,21,90,23.3
601,Wyoming,2007,23,3,1,0,0,4,30,8,9,0,0,17,60,21,90,23.3
602,Wisconsin,2007,25,4,4,0,0,8,33,13,9,0,0,22,99,30,132,22.7
603,West Virginia,2007,45,0,2,0,0,2,34,12,5,0,0,17,100,19,134,14.2
604,Washington,2007,4,15,5,0,0,20,49,22,8,0,0,30,98,50,147,34
605,Virginia,2007,40,7,1,0,0,8,40,9,6,1,0,16,100,24,140,17.1
606,Vermont,2007,1,9,1,0,0,10,30,41,14,0,0,58,150,68,180,37.8
607,Utah,2007,39,1,2,0,0,3,29,8,7,0,0,15,75,18,104,17.3
608,Texas,2007,33,2,2,0,0,4,31,18,13,0,0,31,150,35,181,19.3
609,Tennessee,2007,42,5,3,0,0,8,33,9,5,0,0,14,99,22,132,16.7
610,South Dakota,2007,40,4,1,0,0,5,35,3,10,0,0,13,70,18,105,17.1
611,South Carolina,2007,50,1,1,0,0,2,46,8,5,0,0,13,124,15,170,8.8
612,Rhode Island,2007,31,6,1,0,0,7,38,13,2,0,0,15,75,22,113,19.5
613,Pennsylvania,2007,44,5,5,0,0,10,50,11,16,0,0,27,203,37,253,14.6
614,Oregon,2007,10,8,1,0,0,9,30,12,7,0,0,19,60,28,90,31.1
615,Oklahoma,2007,48,6,1,0,0,7,48,3,9,0,0,12,101,19,149,12.8
616,Ohio,2007,43,4,1,0,0,5,33,11,5,0,0,16,99,21,132,15.9
617,North Dakota,2007,37,4,2,0,0,6,47,7,12,0,0,19,94,25,141,17.7
618,North Carolina,2007,18,6,1,0,0,7,50,25,12,0,0,37,120,44,170,25.9
619,New York,2007,21,8,3,0,0,11,62,35,5,0,0,40,150,51,212,24.1
620,New Mexico,2007,12,8,4,0,0,12,42,10,12,0,0,22,70,34,112,30.4
621,New Jersey,2007,27,6,2,0,0,8,40,13,5,0,0,18,80,26,120,21.7
622,New Hampshire,2007,2,9,1,0,0,10,24,100,40,1,0,141,400,151,424,35.6
623,Nevada,2007,13,5,1,0,0,6,21,10,3,0,0,13,42,19,63,30.2
624,Nebraska*,2007,36,0,0,0,0,9,49,0,0,0,0,0,0,9,49,18.4
625,Montana,2007,19,8,1,0,0,9,50,20,8,0,0,28,100,37,150,24.7
